Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Computer,PreferredLoginDevice_Phone,CityTier_1,CityTier_2,CityTier_3,PreferredPaymentMode_CC,PreferredPaymentMode_COD,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Others,PreferedOrderCat_Phone,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
7.0,14.704822728687647,3.0,4,1,2,False,16.0,1.0,1.0,3.0,125.53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
18.0,8.0,2.0,4,1,2,False,19.0,3.0,3.0,9.0,157.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
0.0,26.0,3.0,5,3,4,True,11.0,0.0,2.0,2.0,145.59,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
20.0,7.0,4.0,4,5,3,False,26.0,5.0,16.0,14.00521459600828,229.53,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
18.0,26.0,3.0,5,5,3,True,18.0,1.0,1.0,7.0,208.51,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
0.0,10.0,2.0,3,5,1,True,22.0,2.0,4.0,7.0,195.82,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True
20.0,32.0,3.0,3,3,4,False,15.774692980431231,1.0,1.0,0.0,296.58,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
13.0,7.0,3.0,3,2,2,False,18.0,4.0,4.0,6.574171199710417,221.13,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
10.0,19.0,2.0,3,1,2,False,17.0,0.0,3.0,7.0,142.85,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
2.0,36.0,4.0,4,5,9,True,20.0,1.0,2.0,1.0,191.73,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True
1.0,15.0,4.0,6,5,3,True,12.0,2.0,2.0,8.0,146.19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
29.0,7.0,3.0,2,2,4,False,14.0,1.1315446116632888,2.0,1.0,272.32,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
17.0,17.0,3.0,5,3,3,False,12.0,1.0,2.0,1.0,177.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
8.0,9.0,4.0,2,1,2,True,15.0,1.0,2.0,3.0,154.32,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
13.0,9.0,3.0,5,2,10,False,12.0,1.0,2.0,5.0,177.04,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False
1.0,15.437219630380499,3.0,3,3,6,False,18.0,0.0,2.0,2.0,123.77000000000001,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
2.0,15.241708719464368,3.0,3,1,5,False,22.0,1.0,1.0,7.0,125.13999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
5.0,19.0,3.0,3,1,3,False,11.0,0.0,1.0,3.0,144.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
0.0,15.165200816354131,2.0,3,3,2,True,13.0,4.0,7.0,7.0,123.94,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
10.0,12.0,3.0,4,5,6,False,13.0,2.0,2.0,3.0,205.08,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
6.6876738763567944,23.0,3.0,5,3,3,False,13.0,1.0,1.0,0.0,122.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
8.0,28.0,2.0,5,3,1,False,15.0,2.0,4.0,3.0,142.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
10.087336507432656,29.0,3.0,3,4,5,False,12.0,0.0,1.0,2.0,120.41999999999999,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
2.0,6.0,2.0,3,3,2,False,13.0,0.0,1.0,9.0,143.19,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
6.177445201037253,20.0,2.0,3,3,2,False,16.0,1.0,1.0,0.0,115.13999999999999,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
26.0,7.0,4.0,5,3,2,False,15.0,2.0,12.0,10.0,324.99,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
26.0,8.0,2.0,1,4,5,False,12.0,3.894758159651213,8.0,8.0,265.98,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
15.0,7.0,3.0,5,3,3,False,15.700292565695282,2.0,3.0,11.0,316.89,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
13.0,15.0,2.0,3,3,10,False,17.0,0.0,3.1194783761762874,13.0,234.99,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
27.0,9.0,3.0,2,4,6,False,13.0,4.707899570702654,9.0,9.0,290.98,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
26.0,6.0,3.0,4,4,9,False,20.0,3.0,5.0,6.415141326390088,229.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
10.0,16.0,2.0,1,1,2,True,25.0,5.0,7.267647766732213,8.0,237.44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
28.0,26.0,2.0,3,1,4,True,19.0,0.0,1.0,8.0,154.15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
13.0,13.0,3.0,4,4,6,False,19.0,3.0,3.0,3.0,208.76,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
3.0,23.0,3.0,3,5,2,True,23.0,0.0,1.0,5.228308179045297,219.16000000000003,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
0.0,22.0,3.0,5,5,2,True,22.0,0.0,6.0,7.0,139.19,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
14.0,16.0,3.0,4,3,5,False,12.0,2.0,2.0,8.0,164.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
7.0,25.0,3.0,3,1,1,False,11.0,0.0,1.0,2.0,126.61000000000001,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
10.0,16.0,3.0,4,1,6,False,12.0,5.0,5.0,5.608835403166507,225.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
7.897968551280936,32.0,3.0,4,3,2,False,20.0,1.0,1.0,0.0,120.28999999999999,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
1.0,10.0,3.0,4,3,2,True,20.0,2.0,2.0,3.0,166.71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,True
9.0,12.0,3.0,1,5,4,True,13.0,1.0,1.0,2.0,155.62,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
13.0,32.0,4.0,4,3,5,False,22.0,1.0,2.7811841087863085,6.0,234.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
16.0,17.0,3.0,4,3,5,False,23.0,2.0,4.0,4.0,154.36,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
12.0,24.0,4.0,5,3,2,False,19.0,2.0,2.0,5.820953273455496,213.23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
1.0,19.0,4.0,4,2,3,True,12.0,2.0,2.0,1.0,150.15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True
0.0,13.0,3.0,5,3,2,True,24.0,1.0,1.0,6.0,160.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
0.0,9.0,2.0,3,3,2,False,13.0,1.0,1.0,0.0,114.19999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
12.0,13.0,2.0,4,1,2,False,15.695023141802865,6.0,13.0,3.0,292.72,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,False
6.0,6.0,2.0,1,5,2,False,22.0,0.0,1.0,8.0,140.37,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
17.0,13.0,3.0,5,2,6,True,15.0,1.6361806369442893,2.0,1.0,291.27,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
16.0,9.0,4.0,5,1,5,False,24.0,2.0,2.0,1.0,192.81,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
1.0,13.0,4.0,6,3,6,True,19.0,1.0,8.0,8.0,186.72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,True
30.0,9.0,2.4812580628889167,1,5,5,True,20.0,0.0,1.0,0.0,126.69999999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
17.0,14.0,3.0,4,5,10,False,17.0,2.0,2.0,4.475346865221331,224.85,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
1.0,21.0,3.0,4,1,7,True,14.0,2.0,2.0,5.0,149.36,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
3.0,17.0,3.0,4,3,3,False,12.0,1.0,2.0,1.0,151.42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
5.0,9.0,3.0,6,1,3,True,12.0,2.0,2.0,1.0,136.29,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
12.0,7.0,3.0,5,1,6,False,23.0,1.0,2.0,4.320264378493363,211.86,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
1.0,14.0,4.0,6,3,3,True,25.0,2.0,2.0,7.0,185.74,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
2.0,8.0,2.0,3,2,8,False,11.0,7.0,11.0,7.631079490247459,221.69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True
12.0,6.0,3.0,3,1,2,True,15.0,3.0,5.0,8.0,164.72,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
17.0,22.0,3.0,5,2,5,False,19.0,1.0,3.0,3.0,193.04,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False
0.0,11.0,2.0,1,5,2,False,12.0,1.0,1.0,5.0,140.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
28.0,8.0,3.0,4,1,8,False,16.132493125969688,7.0,13.0,8.0,298.28,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
14.0,18.0,2.0,3,2,4,True,11.0,1.0,1.0,0.0,147.66,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
0.0,32.0,2.8256524482025775,4,3,2,True,14.0,0.0,1.0,3.0,128.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
13.0,18.0,3.0,4,2,3,False,19.0,1.0,8.0,8.0,201.54,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
7.0,12.0,4.0,4,2,8,False,14.0,2.0,2.0,4.336585079445142,224.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,False
20.0,20.0,3.0,3,3,4,True,17.0,1.0,1.0,2.0,145.91,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
9.0,8.0,2.0,3,1,4,False,15.0,3.0,6.0,7.0,145.02,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
8.0,24.0,3.0,3,3,2,True,14.0,1.0,1.0,2.0,156.89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
4.0,16.0,3.0,4,5,5,False,15.0,2.0,2.0,1.0,145.18,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
0.0,14.0,3.0,5,5,2,True,11.0,0.0,1.0,7.0,121.19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
17.0,14.677920791563004,3.0,3,5,2,True,13.0,5.0,7.0,1.0,125.59,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
9.0,9.0,3.0,4,1,1,False,19.0,3.0,3.0,4.0,176.44,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
10.0,17.0,4.0,4,4,7,False,22.0,1.0,2.0,8.0,198.14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True
1.0,10.0,4.0,4,1,3,True,13.0,1.0,2.0,1.0,140.69,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
1.0,7.0,3.0,5,3,3,False,13.0,2.0,2.0,3.0,171.17,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
26.0,14.0,3.0,3,1,6,False,14.0,2.0,2.0,3.981053384646346,218.36,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,False
25.0,10.0,4.0,4,4,5,False,19.0,1.5679280352213314,2.0,1.0,262.34,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,False
0.0,14.175748696900484,2.0,3,2,1,False,13.0,0.0,2.0,1.0,124.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
18.0,31.0,3.0,6,3,4,False,15.0,1.0,2.0,5.0,162.08,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
21.0,13.885029201466558,3.0,3,5,9,False,12.0,7.0,7.0,6.0,123.66999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
7.733244868811407,6.0,3.0,3,2,4,False,14.0,0.0,1.0,2.0,122.69999999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
11.0,16.0,3.0,3,1,2,False,11.0,0.0,1.0,9.0,153.43,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
15.0,11.0,3.0,6,4,8,False,20.0,1.0,2.0,3.0,189.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
27.0,7.0,3.0,4,5,9,False,21.0,5.0,9.0,11.0,208.81,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
18.0,14.0,3.0,5,1,5,False,15.0,1.0,6.0,7.386239928529681,227.48,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False
1.0,29.0,3.0,6,3,3,False,12.0,1.0,2.0,1.0,140.55,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
15.0,11.0,3.0,4,3,11,True,13.0,1.0,3.0,8.0,149.61,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,True
14.0,7.0,3.0,4,3,5,True,15.0,1.0,2.0,1.0,172.28,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
10.0,33.0,4.0,4,3,8,False,15.0,2.0,2.0,3.0,178.47,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
7.0,9.0,4.0,4,4,10,False,16.0,1.0,2.0,8.0,176.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
12.0,19.0,3.0,5,5,4,False,16.0,2.0,2.0,3.0,187.88,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
7.0,9.0,2.0,5,1,6,False,12.0,1.0,2.0,2.0,160.29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
5.869307990647552,17.0,3.0,3,5,1,False,14.0,1.0,1.0,4.0,120.99000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
9.0,15.0,4.0,4,2,3,False,17.0,1.0,2.0,3.0,150.72,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
0.0,8.0,2.0,4,4,8,True,12.0,2.0,2.0,2.0,199.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,True
0.0,10.0,2.0,5,2,2,False,11.0,7.0,9.0,8.0,204.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
0.0,8.0,2.0,4,1,2,False,22.0,1.0,1.0,0.0,111.02000000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,True
11.0,15.0,2.8388488110185746,4,4,1,False,19.0,0.0,1.0,2.0,128.99,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
4.929287790379472,10.0,3.0,3,1,2,False,12.0,1.0,1.0,0.0,119.50999999999999,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
19.0,9.0,4.0,4,3,6,False,23.0,4.0,6.0,8.0,176.54,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
11.0,15.0,3.0,3,1,3,False,19.0,0.0,1.0,3.0,147.71,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
6.0,9.0,3.0,4,4,2,False,14.0,1.0,2.0,7.0,179.7,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,False
18.0,11.0,2.0,5,5,2,True,14.0,1.0,1.0,4.0,157.69,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
15.0,23.0,2.0,2,5,4,True,13.0,0.0,1.0,2.0,165.45,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,False
6.14085510735964,21.0,3.0,3,1,2,False,14.0,1.0,1.0,0.0,112.32,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,False
