Churn,Tenure,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice,PreferredPaymentMode,Gender,PreferedOrderCat,MaritalStatus,CityTier
False,10.0,25.0,2.0,3,3,4,False,17.0,0.0,1.0,2.0,157.68,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,12.0,10.0,2.0,3,3,1,False,13.0,3.0,3.0,8.0,150.42,Computer,CC,Female,Laptop & Accessory,Single,1
False,18.0,8.0,2.0,4,1,2,False,19.0,3.0,3.0,9.0,157.7,Phone,UPI,Female,Laptop & Accessory,Married,1
False,11.0,8.0,2.0,4,3,4,True,19.0,0.0,1.0,2.0,177.56,Phone,CC,Female,Fashion,Married,1
True,0.0,16.0,2.0,4,5,10,False,17.0,0.0,6.0,0.0,203.06,Phone,CC,Male,Fashion,Married,3
False,10.0,16.0,3.0,3,4,2,False,11.0,4.0,7.0,7.0,139.36,Phone,CC,Female,Phone,Married,1
False,13.0,22.0,2.0,3,1,7,True,15.0,3.0,3.0,3.0,179.45,Phone,Debit Card,Female,Fashion,Single,1
False,17.0,7.0,2.0,3,1,5,True,11.0,1.0,1.0,2.0,157.43,Computer,UPI,Male,Laptop & Accessory,Married,2
False,21.0,10.0,2.0,4,1,3,False,25.0,0.0,2.0,2.0,252.01999999999998,Computer,CC,Male,Grocery,Married,1
True,0.0,21.0,2.0,5,1,7,True,14.0,0.0,2.0,2.0,154.4,Phone,CC,Male,Laptop & Accessory,Married,3
False,0.0,8.0,2.0,3,1,2,True,13.0,0.0,1.0,3.0,137.6,Computer,COD,Female,Phone,Single,1
False,0.0,14.0,2.0,1,3,8,False,17.0,0.0,1.0,2.0,135.17,Phone,CC,Female,Phone,Married,1
False,0.0,16.8,2.0,3,1,3,False,13.0,0.0,1.0,2.0,125.80000000000001,Computer,CC,Male,Phone,Single,1
True,5.4,13.0,3.0,3,5,4,True,14.0,0.0,1.0,3.0,121.66,Phone,Debit Card,Male,Phone,Single,1
False,2.0,16.0,2.0,4,3,10,False,11.0,1.0,1.0,4.0,158.69,Phone,CC,Male,Laptop & Accessory,Single,3
False,9.0,11.0,2.0,3,5,5,False,12.0,1.0,1.0,2.0,180.08,Phone,Debit Card,Female,Fashion,Married,1
False,0.0,8.0,3.0,1,3,2,False,17.0,1.0,1.0,7.0,152.06,Computer,Debit Card,Male,Laptop & Accessory,Married,1
False,12.0,18.0,3.0,3,4,5,False,21.0,1.0,1.0,0.0,152.95,Phone,CC,Male,Laptop & Accessory,Married,1
False,22.0,28.0,3.0,3,4,4,False,16.0,0.8,1.0,2.0,264.13,Phone,UPI,Female,Grocery,Married,1
False,23.0,23.0,2.0,4,5,6,False,15.0,0.0,1.8,11.0,232.69,Phone,Debit Card,Female,Fashion,Married,1
False,0.0,8.0,2.0,3,3,2,False,19.0,0.0,2.0,2.0,127.83000000000001,Phone,CC,Female,Phone,Single,3
False,7.0,9.0,3.0,3,4,2,False,12.0,1.0,7.0,9.0,154.33,Phone,Debit Card,Female,Laptop & Accessory,Married,1
False,8.8,13.0,3.0,3,4,3,False,11.0,0.0,1.0,3.0,120.13,Phone,Debit Card,Male,Phone,Single,1
False,22.0,12.0,2.0,4,3,3,True,19.0,2.0,1.8,12.0,239.66000000000003,Phone,Debit Card,Female,Grocery,Married,1
False,9.0,7.0,2.0,4,3,1,False,15.0,0.0,1.0,2.0,143.74,Computer,CC,Female,Laptop & Accessory,Married,1
False,9.0,9.0,3.0,1,5,7,False,20.0,0.0,1.0,4.0,168.42,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,27.0,28.0,3.0,3,3,4,False,25.0,0.6,4.0,7.0,274.26,Phone,CC,Female,Grocery,Married,1
False,16.0,21.0,3.0,4,3,2,False,24.0,0.6,6.0,11.0,276.03,Phone,Debit Card,Male,Grocery,Married,1
True,0.0,18.0,2.0,3,1,4,True,24.0,5.0,6.0,7.0,145.81,Computer,UPI,Male,Laptop & Accessory,Single,3
False,11.0,7.0,2.0,3,1,8,False,15.0,1.0,2.0,9.0,147.35,Computer,Debit Card,Male,Laptop & Accessory,Married,1
False,2.0,11.0,2.0,4,4,2,True,13.0,0.0,1.0,9.0,141.87,Phone,CC,Male,Laptop & Accessory,Married,3
False,6.0,8.0,3.0,3,1,2,False,14.0,1.0,1.0,4.0,155.05,Phone,CC,Male,Laptop & Accessory,Married,3
False,5.0,8.0,2.0,3,4,1,False,13.0,1.0,1.0,6.0,154.7,Phone,CC,Male,Laptop & Accessory,Married,1
False,4.0,11.0,3.0,3,1,2,False,11.0,0.0,1.0,2.0,154.76,Phone,Debit Card,Female,Laptop & Accessory,Married,3
False,22.0,22.6,3.0,3,5,5,True,16.0,0.0,2.0,2.0,125.87,Phone,CC,Female,Phone,Married,1
False,11.0,19.6,2.0,4,4,2,False,22.0,0.0,3.0,3.0,124.4,Computer,CC,Female,Phone,Single,1
False,20.0,8.0,2.0,1,4,7,False,14.0,1.0,3.0,2.0,259.72,Phone,Debit Card,Female,Grocery,Married,3
False,22.0,7.0,2.0,3,3,5,False,14.0,1.0,4.8,0.0,253.79000000000002,Phone,Debit Card,Male,Grocery,Single,1
False,14.0,29.0,3.0,3,3,4,True,16.0,0.0,1.0,2.0,170.82,Phone,Debit Card,Male,Fashion,Single,3
False,0.0,15.0,2.4,3,5,2,False,11.0,0.0,1.0,2.0,127.28,Phone,Debit Card,Male,Phone,Single,3
False,6.0,22.0,2.0,3,1,2,True,25.0,0.0,1.0,2.0,153.68,Computer,Debit Card,Female,Laptop & Accessory,Married,3
False,9.0,32.0,3.0,3,3,7,False,14.0,1.0,1.0,2.0,153.47,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,17.0,7.0,2.0,3,1,5,True,18.0,2.0,2.0,2.0,131.95,Phone,Debit Card,Female,Phone,Married,2
True,0.0,14.0,3.0,4,3,2,True,11.0,1.0,1.0,2.0,139.89,Phone,CC,Male,Phone,Single,1
False,11.0,10.0,2.0,3,3,8,False,19.0,0.0,1.0,0.0,133.06,Phone,CC,Female,Phone,Married,1
False,26.0,30.0,2.0,1,1,4,False,15.0,0.0,1.0,2.0,170.05,Phone,CC,Male,Fashion,Married,1
True,11.0,16.8,3.0,3,3,3,True,11.0,1.0,7.0,7.0,126.55000000000001,Computer,CC,Female,Phone,Married,3
True,1.6,8.0,3.0,3,4,2,False,12.0,0.0,1.0,0.0,113.93,Phone,Debit Card,Male,Phone,Single,1
False,0.0,13.4,3.0,3,1,2,False,20.0,0.0,5.0,7.0,125.69999999999999,Computer,CC,Male,Phone,Single,1
False,28.0,28.0,3.0,4,4,6,False,12.0,1.0,1.0,2.0,135.37,Phone,COD,Male,Phone,Married,1
False,7.0,11.0,2.0,4,1,2,False,14.0,0.0,4.0,13.0,139.86,Phone,CC,Male,Laptop & Accessory,Married,1
False,30.0,7.0,3.0,5,1,4,False,20.0,1.0,1.0,0.0,208.82999999999998,Phone,CC,Male,Fashion,Married,1
False,14.0,27.0,3.0,1,4,2,False,18.0,0.0,2.0,13.0,120.28,Phone,CC,Male,Phone,Married,1
False,10.0,7.0,2.0,5,1,2,False,14.0,1.0,1.0,3.0,195.25,Computer,CC,Male,Laptop & Accessory,Married,3
False,7.0,25.0,2.4,4,1,2,False,12.0,1.0,8.0,7.0,129.29,Phone,Debit Card,Female,Phone,Married,1
True,4.2,13.0,3.0,3,1,2,True,21.0,1.0,1.0,2.0,122.75,Phone,Debit Card,Male,Phone,Married,3
False,17.0,8.0,3.0,1,1,2,True,19.0,1.0,6.0,7.0,178.79,Phone,Debit Card,Female,Fashion,Married,1
False,8.0,8.0,3.0,4,1,1,True,14.0,1.0,1.0,4.0,149.3,Computer,CC,Male,Phone,Single,1
False,16.0,8.0,3.0,3,1,2,True,17.0,3.0,8.0,8.0,178.47,Phone,CC,Male,Laptop & Accessory,Married,3
False,0.0,15.0,3.0,1,3,2,False,16.0,0.0,1.0,4.0,144.01,Phone,CC,Male,Phone,Married,1
False,14.0,12.0,2.0,3,3,2,False,12.0,3.0,8.0,7.0,192.41,Phone,E wallet,Male,Fashion,Single,3
False,2.0,15.0,2.6,3,3,10,False,17.0,0.0,1.0,2.0,129.74,Phone,CC,Female,Phone,Married,1
False,9.0,8.0,2.0,3,1,4,False,15.0,6.0,6.0,7.0,145.02,Phone,Debit Card,Female,Laptop & Accessory,Single,3
False,18.0,7.0,3.0,4,3,4,False,23.0,4.0,14.0,4.0,207.48000000000002,Computer,Debit Card,Male,Fashion,Married,1
True,2.0,28.0,2.0,5,3,2,False,11.0,0.0,1.0,0.0,115.55000000000001,Phone,UPI,Male,Phone,Married,2
True,10.0,15.0,2.0,5,3,8,False,11.0,6.0,14.0,12.0,229.36,Computer,Debit Card,Male,Grocery,Married,3
False,5.2,23.0,3.0,5,3,2,False,15.0,1.0,1.0,2.0,123.05000000000001,Phone,CC,Male,Phone,Married,1
False,18.0,34.0,2.0,4,4,2,False,11.0,1.8,8.0,6.0,267.04,Phone,COD,Female,Grocery,Single,1
False,5.0,16.0,2.0,3,3,7,False,13.0,0.0,1.0,3.0,134.33,Computer,Debit Card,Male,Phone,Married,1
False,4.0,8.0,3.0,3,3,2,False,14.0,1.0,1.0,3.0,134.77,Phone,Debit Card,Male,Phone,Married,1
False,14.0,10.0,2.0,5,4,7,False,19.0,0.0,1.0,2.0,164.3,Computer,UPI,Male,Laptop & Accessory,Married,2
False,13.0,14.0,3.0,3,5,3,True,16.0,1.0,1.0,0.0,165.16,Phone,Debit Card,Female,Laptop & Accessory,Married,1
False,0.0,35.0,3.0,3,5,2,False,13.0,1.0,1.0,2.0,139.07,Phone,CC,Male,Phone,Married,1
False,19.0,19.0,2.0,3,4,7,False,14.0,1.0,1.0,9.0,155.62,Phone,Debit Card,Male,Laptop & Accessory,Single,1
False,8.0,33.0,2.0,3,3,3,False,16.0,1.0,1.0,7.0,168.83,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,3.0,22.0,3.0,3,1,2,False,12.0,0.0,1.0,8.0,128.62,Phone,Debit Card,Male,Phone,Married,1
False,20.0,8.0,2.0,3,4,8,False,11.0,0.0,1.0,0.0,149.78,Computer,E wallet,Male,Laptop & Accessory,Married,3
False,19.0,8.0,3.0,3,1,5,True,12.0,0.0,1.0,3.0,203.68,Phone,Debit Card,Male,Fashion,Married,3
True,0.0,19.0,3.0,4,5,6,True,13.0,1.0,2.0,2.0,161.34,Phone,E wallet,Male,Laptop & Accessory,Married,3
True,0.0,7.0,2.0,5,4,7,False,15.0,0.0,1.0,0.0,167.35,Phone,Debit Card,Male,Laptop & Accessory,Single,3
False,0.0,10.0,2.0,3,4,2,False,13.0,0.0,1.0,2.0,132.95,Phone,CC,Female,Phone,Single,1
False,4.0,30.0,1.0,3,1,3,False,20.0,0.0,1.0,4.0,152.38,Computer,COD,Female,Laptop & Accessory,Single,1
False,12.0,7.0,3.0,3,1,2,True,15.0,0.0,5.0,8.0,164.72,Computer,Debit Card,Male,Laptop & Accessory,Married,1
False,5.0,25.0,3.0,5,3,4,False,13.0,0.0,1.0,2.0,196.1,Phone,Debit Card,Male,Fashion,Married,3
False,13.0,13.0,2.0,3,4,2,False,14.4,12.0,12.0,8.0,298.33,Phone,CC,Male,Others,Single,3
False,18.0,10.0,2.0,5,3,5,False,21.0,1.0,1.0,3.0,197.56,Phone,Debit Card,Female,Fashion,Married,2
False,3.0,8.0,3.0,4,5,1,False,16.0,0.0,1.0,7.0,149.68,Computer,COD,Female,Phone,Single,1
False,5.6,16.0,2.0,3,1,1,False,14.0,0.0,2.0,1.0,121.44999999999999,Computer,CC,Male,Phone,Married,2
True,6.8,14.0,3.0,4,1,7,False,11.0,1.0,1.0,2.0,121.80000000000001,Computer,UPI,Female,Phone,Married,2
False,4.0,11.0,2.0,3,3,2,False,19.0,1.0,1.0,2.0,183.46,Phone,COD,Male,Laptop & Accessory,Married,3
False,0.0,14.0,3.0,3,1,2,False,11.0,0.0,1.0,4.0,134.45,Phone,CC,Female,Phone,Single,1
True,0.0,15.0,2.6,5,4,2,False,13.0,2.0,2.0,2.0,127.6,Phone,E wallet,Female,Phone,Single,3
False,2.0,7.0,3.0,1,3,9,True,12.0,1.0,1.0,2.0,162.94,Computer,Debit Card,Male,Laptop & Accessory,Single,1
False,3.0,21.0,3.0,4,5,3,False,11.0,1.0,1.0,7.0,171.4,Phone,E wallet,Male,Fashion,Married,3
False,7.0,8.0,2.6,1,1,1,True,14.0,1.0,1.0,2.0,129.32,Phone,CC,Male,Phone,Married,1
False,6.0,8.0,3.0,3,4,9,False,15.0,1.0,1.0,7.0,151.47,Computer,E wallet,Female,Laptop & Accessory,Single,3
False,22.0,17.0,3.0,3,1,4,False,12.0,0.0,1.0,4.0,145.07,Phone,E wallet,Female,Laptop & Accessory,Single,3
True,0.0,22.0,3.0,3,5,3,True,20.0,1.0,1.0,0.0,185.64,Phone,Debit Card,Female,Fashion,Single,3
False,11.0,17.2,3.0,4,4,5,False,14.0,0.0,1.0,5.0,124.68,Computer,CC,Female,Phone,Married,1
True,0.0,22.0,3.0,3,3,3,False,13.0,0.0,1.0,0.0,181.61,Phone,E wallet,Male,Fashion,Married,3
False,1.6,10.0,3.0,4,5,2,False,13.0,0.0,1.0,0.0,121.09,Phone,COD,Female,Phone,Married,1
False,3.0,22.0,2.0,1,3,4,False,16.0,1.0,1.0,7.0,152.94,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,5.0,11.0,2.6,3,4,3,False,14.0,1.0,1.0,7.0,127.18,Computer,COD,Male,Phone,Single,1
False,11.0,24.0,2.0,5,1,4,True,16.0,0.0,1.0,0.0,158.11,Phone,CC,Male,Laptop & Accessory,Married,1
True,6.0,17.6,2.0,4,3,10,True,16.0,1.0,1.0,0.0,124.37,Computer,COD,Male,Phone,Married,1
False,15.0,18.0,2.4,3,4,9,False,22.0,1.0,1.0,4.0,127.66,Phone,CC,Male,Phone,Married,1
False,28.0,8.0,2.0,4,5,9,False,12.0,1.8,1.0,0.0,290.38,Phone,CC,Male,Others,Married,1
False,6.0,10.0,2.2,3,4,6,False,15.0,0.0,1.0,7.0,130.55,Computer,COD,Male,Laptop & Accessory,Married,1
False,9.4,15.0,3.0,3,5,2,False,20.0,0.0,1.0,4.0,122.88999999999999,Phone,Debit Card,Male,Phone,Married,1
False,7.0,16.0,2.0,3,3,2,True,14.0,1.0,1.0,7.0,140.01,Computer,Debit Card,Male,Laptop & Accessory,Married,3
False,26.0,7.0,2.0,4,3,5,True,20.0,1.0,1.0,1.6,229.64999999999998,Computer,CC,Female,Grocery,Married,1
False,16.0,8.0,3.0,3,1,1,False,13.0,1.0,1.0,8.0,135.39,Phone,Debit Card,Male,Phone,Single,2
False,7.0,9.0,2.0,5,1,6,False,12.0,2.0,2.0,2.0,160.29,Phone,Debit Card,Female,Laptop & Accessory,Single,3
True,0.0,13.0,2.4,3,4,2,False,13.0,0.0,1.0,0.0,126.78999999999999,Phone,E wallet,Male,Phone,Single,3
False,11.0,12.0,2.0,4,3,2,False,11.0,1.0,1.0,4.0,137.02,Phone,UPI,Female,Phone,Married,1
True,0.0,22.4,3.0,3,5,2,True,17.0,0.0,1.0,0.0,123.97999999999999,Phone,CC,Female,Phone,Married,1
False,4.0,35.0,3.0,4,1,2,False,14.0,0.0,5.0,7.0,154.68,Phone,E wallet,Female,Laptop & Accessory,Married,3
False,24.0,9.0,2.0,3,3,3,False,11.0,2.0,2.0,4.6,231.16000000000003,Phone,COD,Female,Fashion,Married,1
False,10.0,15.0,2.0,4,4,2,False,14.0,1.0,1.0,3.0,141.89,Phone,E wallet,Male,Laptop & Accessory,Married,3
False,19.0,8.0,2.0,3,1,8,True,14.6,2.0,2.0,2.0,293.28,Phone,CC,Male,Others,Married,1
False,9.0,16.0,2.0,3,5,8,True,13.0,2.0,5.0,7.0,183.21,Phone,Debit Card,Male,Fashion,Married,1
True,7.0,8.8,3.0,3,4,2,True,12.0,2.0,2.0,3.0,123.41999999999999,Computer,CC,Male,Phone,Married,1
False,10.0,14.0,2.0,3,4,3,False,13.0,3.0,4.0,7.0,140.71,Phone,UPI,Male,Laptop & Accessory,Married,2
True,0.0,33.0,2.0,3,1,2,True,18.0,3.0,7.0,7.0,158.13,Phone,Debit Card,Male,Laptop & Accessory,Single,3
False,6.0,14.0,2.8,1,5,7,False,19.0,3.0,7.0,6.0,131.43,Phone,Debit Card,Male,Phone,Married,1
False,12.0,7.0,2.0,3,1,2,False,11.0,0.0,1.0,3.0,120.44,Phone,Debit Card,Male,Phone,Married,1
False,12.0,16.0,3.0,3,3,8,False,21.0,2.0,2.0,2.0,234.64,Phone,CC,Male,Fashion,Single,1
False,19.0,32.0,3.0,4,4,9,False,15.0,1.0,2.0,2.0,179.91,Computer,Debit Card,Male,Laptop & Accessory,Single,3
False,13.0,8.0,3.0,3,5,5,False,17.0,1.0,1.0,2.0,133.77,Phone,Debit Card,Female,Phone,Married,1
False,15.0,19.0,3.0,1,5,6,False,18.0,1.0,1.0,0.0,155.38,Phone,CC,Male,Laptop & Accessory,Married,1
False,8.0,8.0,2.0,3,1,3,False,14.0,1.0,1.0,7.0,157.62,Computer,CC,Male,Laptop & Accessory,Married,1
False,11.0,9.8,3.0,3,4,6,False,13.0,2.0,3.0,8.0,125.91999999999999,Computer,UPI,Male,Phone,Married,2
True,0.0,15.0,3.0,3,5,5,False,17.0,0.0,1.0,7.0,153.46,Computer,Debit Card,Male,Laptop & Accessory,Married,1
True,0.0,16.0,2.0,3,5,2,False,15.0,0.0,1.0,8.0,142.13,Phone,CC,Male,Laptop & Accessory,Single,1
False,12.0,26.0,2.0,3,1,3,False,18.0,1.0,2.0,2.0,141.27,Computer,Debit Card,Male,Laptop & Accessory,Married,3
False,16.0,18.2,2.0,3,3,5,False,13.0,1.0,1.0,2.0,124.38,Computer,Debit Card,Male,Phone,Single,1
False,14.0,11.0,2.0,1,4,4,False,12.0,0.0,1.0,2.0,168.7,Phone,Debit Card,Male,Laptop & Accessory,Single,1
False,14.0,10.0,2.0,3,3,1,True,13.0,5.0,13.0,5.0,204.47,Phone,E wallet,Female,Fashion,Married,3
False,3.0,16.0,3.0,3,3,10,False,14.0,0.0,1.0,2.0,196.67,Phone,CC,Female,Fashion,Single,1
True,3.8,26.0,3.0,3,4,1,True,11.0,0.0,1.0,4.0,121.47999999999999,Phone,CC,Female,Phone,Married,2
True,9.0,27.0,3.0,3,4,5,False,22.0,3.0,3.0,7.0,189.26,Phone,CC,Female,Laptop & Accessory,Married,1
False,13.0,7.0,2.0,3,1,5,False,17.0,0.0,1.0,3.0,165.13,Phone,Debit Card,Female,Laptop & Accessory,Married,1
False,7.0,14.0,3.0,1,3,2,False,21.0,2.0,4.0,8.0,167.99,Phone,COD,Male,Laptop & Accessory,Married,3
False,30.0,8.0,2.0,3,4,5,False,22.0,0.8,14.0,14.0,262.91,Computer,CC,Male,Grocery,Married,3
False,8.0,29.0,2.8,5,3,1,False,16.0,0.0,1.0,3.0,127.05000000000001,Phone,CC,Male,Phone,Married,1
False,20.0,10.0,3.0,4,4,9,True,12.0,5.0,14.0,10.0,203.33,Phone,Debit Card,Female,Fashion,Married,1
False,13.0,18.0,2.0,3,5,3,False,12.0,1.0,7.0,7.0,144.48,Phone,Debit Card,Female,Laptop & Accessory,Married,1
False,27.0,13.0,3.0,3,1,5,False,15.0,1.0,1.0,7.0,168.54,Phone,CC,Female,Laptop & Accessory,Married,1
False,4.0,13.0,3.0,3,5,3,False,14.0,2.0,2.0,2.0,196.37,Computer,E wallet,Female,Fashion,Married,3
False,1.0,7.0,3.0,3,5,2,False,25.0,1.0,1.0,2.0,135.91,Phone,CC,Female,Phone,Married,1
False,11.0,8.0,3.0,5,1,3,True,20.0,0.0,1.0,3.0,154.05,Phone,E wallet,Female,Laptop & Accessory,Married,3
False,0.0,16.0,2.0,3,1,2,False,13.0,1.0,1.0,2.0,146.84,Phone,CC,Male,Laptop & Accessory,Single,3
False,30.0,21.0,2.0,3,3,3,True,14.0,2.0,7.2,2.0,257.87,Computer,Debit Card,Male,Grocery,Married,1
False,0.0,20.0,2.0,3,3,2,False,16.0,1.0,1.0,0.0,115.13999999999999,Computer,CC,Female,Phone,Single,1
True,0.0,24.0,2.4,1,5,1,False,17.0,1.0,1.0,0.0,129.56,Phone,UPI,Male,Phone,Married,2
True,0.0,14.4,2.0,4,5,5,True,15.0,2.0,2.0,0.0,123.35,Phone,UPI,Male,Phone,Married,2
False,18.0,8.0,3.0,3,3,5,False,22.0,3.0,5.0,7.0,151.54,Computer,Debit Card,Female,Laptop & Accessory,Married,3
False,9.0,8.0,3.0,3,4,5,True,22.0,1.0,1.0,0.0,169.62,Phone,UPI,Female,Laptop & Accessory,Married,1
False,16.0,8.0,3.0,3,1,2,False,20.0,7.0,7.0,7.0,156.75,Computer,Debit Card,Male,Laptop & Accessory,Married,3
False,0.0,21.6,2.0,3,1,1,True,14.0,1.0,1.0,2.0,123.78999999999999,Computer,Debit Card,Female,Phone,Single,1
False,2.0,26.0,2.0,3,1,2,False,13.0,1.0,3.0,10.0,138.12,Computer,CC,Male,Phone,Married,1
False,5.0,16.0,3.0,3,1,9,False,13.0,0.0,1.0,0.0,146.48,Computer,E wallet,Male,Laptop & Accessory,Single,3
False,15.0,16.0,2.4,3,3,4,False,22.0,3.0,3.0,3.0,129.36,Computer,COD,Male,Phone,Married,1
False,9.2,15.0,3.0,3,3,5,False,12.0,0.0,2.0,0.0,121.05000000000001,Phone,Debit Card,Female,Phone,Single,1
False,19.0,8.0,2.0,3,1,4,False,14.0,0.0,4.0,7.0,185.78,Phone,Debit Card,Male,Fashion,Married,1
False,1.0,7.0,2.6,3,1,2,False,15.0,1.0,2.0,2.0,127.06,Computer,Debit Card,Male,Phone,Married,2
False,2.0,35.0,3.0,5,3,9,False,17.0,0.0,1.0,6.0,163.84,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,15.0,14.0,2.0,3,3,5,False,13.0,1.0,1.0,0.0,139.68,Phone,Debit Card,Male,Phone,Single,1
True,0.0,8.0,2.0,4,4,8,True,12.0,1.0,2.0,2.0,199.07,Phone,E wallet,Male,Laptop & Accessory,Single,3
False,19.0,9.0,2.0,1,5,3,False,12.0,2.0,4.8,8.0,232.25,Phone,COD,Female,Grocery,Married,3
False,0.0,29.0,2.0,4,3,2,False,21.0,3.0,5.0,8.0,135.4,Phone,CC,Female,Laptop & Accessory,Married,3
False,2.0,12.0,2.6,4,4,2,False,11.0,1.0,1.0,0.0,128.04,Phone,CC,Male,Phone,Married,2
False,16.0,12.0,2.0,4,3,8,False,14.0,6.0,6.0,14.0,293.92,Phone,CC,Female,Others,Married,1
False,21.0,16.0,3.0,4,4,5,False,14.0,3.0,12.0,9.0,296.65,Phone,Debit Card,Male,Others,Married,1
True,0.0,22.0,3.0,4,1,2,True,24.0,1.0,1.0,0.0,124.38999999999999,Computer,Debit Card,Male,Phone,Single,1
True,9.0,16.0,3.0,3,4,6,False,21.0,1.0,1.0,7.0,173.14,Phone,Debit Card,Female,Fashion,Married,3
False,0.0,21.0,3.0,4,5,1,False,19.0,0.0,7.0,3.0,147.74,Computer,Debit Card,Female,Phone,Married,1
False,12.0,25.0,2.0,3,1,9,False,14.0,0.0,2.0,2.0,139.02,Phone,UPI,Male,Laptop & Accessory,Married,1
False,28.0,8.0,2.4,4,1,9,False,20.0,1.0,1.0,4.0,126.62,Phone,COD,Male,Phone,Married,1
False,1.0,9.0,2.6,3,4,2,False,19.0,1.0,1.0,0.0,128.56,Phone,CC,Female,Phone,Married,3
True,0.0,15.0,2.0,3,1,2,False,13.0,0.0,1.0,0.0,110.81,Phone,CC,Male,Phone,Single,3
True,0.0,27.2,3.0,3,4,2,True,23.0,1.0,1.0,0.0,124.72,Phone,Debit Card,Male,Phone,Single,1
False,9.0,16.0,3.0,4,3,2,True,13.0,0.0,1.0,7.0,156.73,Phone,COD,Female,Laptop & Accessory,Married,3
False,4.0,26.0,2.0,3,3,2,False,11.0,0.0,1.0,2.0,141.97,Phone,Debit Card,Male,Laptop & Accessory,Married,1
False,7.0,10.0,3.0,3,1,3,True,13.0,0.0,1.0,0.0,197.13,Phone,Debit Card,Male,Fashion,Married,3
False,8.0,13.0,2.0,3,5,4,False,14.0,0.0,1.0,2.0,120.62,Phone,Debit Card,Male,Phone,Single,1
False,10.0,13.0,3.0,3,5,6,True,22.0,0.0,1.0,4.0,142.84,Phone,CC,Male,Laptop & Accessory,Married,1
False,8.0,22.0,2.0,4,4,1,True,11.0,0.0,1.0,2.0,147.88,Phone,UPI,Female,Laptop & Accessory,Married,1
False,18.0,31.0,3.0,4,1,1,False,13.0,0.0,3.0,8.0,159.06,Phone,Debit Card,Female,Laptop & Accessory,Married,1
False,9.0,8.0,3.0,4,1,2,False,21.0,1.0,1.0,8.0,138.86,Computer,UPI,Male,Laptop & Accessory,Single,2
False,13.0,7.0,3.0,3,5,3,False,11.0,5.0,11.0,16.0,268.23,Phone,Debit Card,Male,Grocery,Married,1
False,0.0,7.0,2.6,4,3,2,True,13.0,0.0,1.0,0.0,129.33,Phone,Debit Card,Female,Phone,Married,1
False,0.0,8.0,2.0,1,3,1,False,14.0,0.0,1.0,7.0,165.0,Phone,CC,Female,Laptop & Accessory,Single,3
False,21.0,28.0,2.0,3,1,4,False,11.0,2.2,4.0,7.0,271.74,Computer,CC,Female,Grocery,Married,1
False,17.0,7.0,3.0,1,5,3,False,15.0,1.0,2.0,2.0,150.33,Phone,Debit Card,Male,Laptop & Accessory,Married,1
True,0.0,22.0,2.0,5,5,2,True,23.0,0.0,3.0,0.0,123.07,Computer,COD,Male,Phone,Married,1
True,19.0,7.4,3.0,3,1,2,False,16.0,0.0,1.0,0.0,125.87,Phone,Debit Card,Male,Phone,Single,1
False,9.0,23.0,2.0,4,4,3,False,16.0,1.0,1.0,3.0,155.07,Phone,E wallet,Male,Laptop & Accessory,Married,3
False,14.0,14.0,2.0,3,4,6,False,21.0,0.0,1.0,4.0,143.93,Phone,E wallet,Female,Laptop & Accessory,Married,3
False,15.0,12.0,2.0,3,5,10,False,13.0,5.0,14.4,7.0,233.48000000000002,Phone,CC,Male,Fashion,Married,1
False,4.0,16.0,2.0,3,1,3,True,11.0,1.0,1.0,4.0,165.83,Phone,CC,Female,Laptop & Accessory,Married,3
False,7.0,9.0,3.0,4,1,4,True,12.0,0.0,1.0,1.0,181.03,Phone,CC,Female,Laptop & Accessory,Married,3
False,4.0,10.0,3.0,1,3,9,False,12.0,1.0,2.0,2.0,139.78,Phone,CC,Female,Phone,Married,1
False,0.0,13.4,3.0,1,1,1,False,18.0,2.0,7.0,7.0,125.44,Computer,UPI,Male,Phone,Married,1
False,18.0,7.0,2.0,3,3,5,False,12.0,0.0,1.0,3.0,153.99,Computer,CC,Male,Laptop & Accessory,Single,1
False,6.0,16.0,2.0,3,3,2,False,14.0,0.0,1.0,9.0,154.87,Phone,E wallet,Male,Laptop & Accessory,Single,3
False,1.0,7.0,2.0,4,1,2,True,12.0,1.0,1.0,7.0,168.34,Computer,Debit Card,Male,Laptop & Accessory,Married,3
True,0.0,30.0,2.0,1,5,2,False,17.0,0.0,1.0,0.0,110.91,Computer,COD,Male,Phone,Single,3
False,12.0,27.0,2.0,5,3,7,False,19.0,0.0,1.0,2.0,157.36,Computer,Debit Card,Female,Laptop & Accessory,Married,3
False,13.4,8.0,2.0,3,4,2,False,11.0,0.0,1.0,2.0,122.25999999999999,Phone,COD,Male,Phone,Married,1
False,7.0,28.0,2.0,4,1,2,True,15.0,3.0,6.0,11.0,157.47,Computer,UPI,Male,Laptop & Accessory,Married,1
