Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
True,1,Phone,1,13.0,CC,Male,3,4,Phone,5,Single,4,False,12.0,2,2,4,154.6
True,1,Computer,1,23.0,Debit Card,Female,4,6,Phone,5,Single,3,True,23.0,5,7,8,164.19
True,3,Phone,3,12.0,COD,Male,3,4,Laptop & Accessory,2,Divorced,5,False,15.0,1,2,1,145.86
True,1,Phone,1,7.0,CC,Male,4,4,Phone,2,Divorced,4,True,17.0,3,3,1,147.93
True,14,Phone,3,10.0,E wallet,Male,3,5,Phone,3,Divorced,3,True,15.0,1,2,3,151.83
True,1,Phone,1,32.0,Debit Card,Male,3,6,Phone,3,Single,3,False,13.0,2,2,2,147.93
True,5,Phone,1,19.0,COD,Female,3,4,Others,3,Divorced,3,False,18.6,10,16,9,320.45
True,12,Phone,1,7.0,Debit Card,Male,4,5,Fashion,3,Single,11,True,14.0,1,2,1,178.81
True,1,Phone,1,12.0,COD,Male,3,4,Phone,3,Single,3,True,14.0,3,3,3,159.41
True,1,Phone,1,16.0,CC,Male,4,5,Phone,3,Divorced,2,True,18.0,1,2,1,158.88
True,10,Phone,3,16.0,CC,Male,4,5,Fashion,2,Single,3,False,17.0,1,5,10,221.19
True,1,Phone,2,13.0,UPI,Male,4,4,Phone,5,Married,6,True,23.0,2,2,3,145.73
True,1,Computer,1,13.0,Debit Card,Female,4,5,Phone,2,Single,3,True,19.0,2,2,1,154.26
True,1,Phone,3,12.0,E wallet,Male,3,5,Laptop & Accessory,3,Single,3,True,12.0,2,2,4,182.44
True,1,Computer,1,14.0,Debit Card,Male,4,6,Laptop & Accessory,3,Single,3,True,25.0,2,2,7,185.74
True,20,Phone,1,21.0,Debit Card,Female,4,4,Phone,4,Divorced,11,True,19.0,2,5,4,174.63
True,1,Phone,3,13.0,Debit Card,Male,4,6,Laptop & Accessory,3,Divorced,6,True,19.0,7,8,8,186.72
True,21,Phone,1,30.0,CC,Female,4,4,Fashion,2,Divorced,3,False,13.0,12,16,6,228.12
True,1,Phone,3,29.0,E wallet,Male,3,4,Phone,3,Single,3,True,20.0,1,2,1,141.75
True,1,Phone,3,27.0,Debit Card,Female,4,6,Laptop & Accessory,3,Divorced,5,True,12.0,2,3,3,170.59
True,15,Computer,1,15.0,Debit Card,Male,3,6,Fashion,2,Single,4,False,16.0,1,2,4,231.5
True,1,Phone,1,16.0,CC,Female,3,4,Phone,5,Single,9,False,23.0,2,2,5,167.0
False,9,Phone,3,7.0,E wallet,Male,4,4,Fashion,4,Divorced,3,False,14.0,2,2,7,197.95
False,27,Phone,3,13.0,E wallet,Male,3,4,Laptop & Accessory,3,Divorced,4,True,21.0,1,5,6,148.06
False,19,Phone,1,16.0,Debit Card,Male,3,4,Laptop & Accessory,4,Married,10,False,19.0,2,2,16,148.48
False,6,Computer,3,15.0,E wallet,Female,3,4,Fashion,2,Single,3,False,15.0,3,4,7,214.98
False,3,Computer,1,7.0,COD,Male,3,4,Laptop & Accessory,3,Divorced,3,False,14.0,1,2,10,168.19
False,1,Phone,1,14.0,CC,Male,3,5,Laptop & Accessory,3,Divorced,4,False,18.0,2,2,1,186.32
False,31,Phone,1,16.0,CC,Female,4,5,Phone,4,Divorced,6,True,21.0,2,2,1,158.46
False,14,Phone,3,11.0,E wallet,Male,4,5,Fashion,2,Divorced,9,False,12.0,3,9,12,233.55
False,8,Computer,3,9.0,E wallet,Female,4,4,Phone,3,Divorced,8,False,19.0,2,2,3,147.31
False,1,Phone,1,26.0,CC,Male,4,4,Phone,2,Divorced,3,False,25.0,1,3,3,148.23
False,1,Computer,1,16.0,CC,Male,3,4,Phone,4,Married,8,False,19.0,1,3,3,145.24
False,2,Phone,1,28.0,CC,Male,3,4,Phone,2,Divorced,3,False,12.0,1,2,3,152.13
False,31,Phone,1,31.0,Debit Card,Male,3,3,Fashion,2,Married,5,True,17.0,2,2,1,219.39
False,1,Computer,1,10.0,CC,Male,4,5,Phone,3,Married,3,True,16.0,1,2,2,150.66
False,24,Phone,1,18.0,Debit Card,Female,3,4,Others,4,Single,5,False,16.0,3,5,5,324.26
False,15,Phone,1,21.0,Debit Card,Male,3,4,Phone,3,Married,6,False,13.0,2,2,9,149.51
False,4,Phone,3,12.0,Debit Card,Female,3,4,Fashion,2,Divorced,4,False,13.0,3,8,7,219.19
False,12,Phone,3,7.0,Debit Card,Female,3,5,Laptop & Accessory,2,Single,6,False,23.0,2,2,6,211.86
False,6,Phone,1,13.0,Debit Card,Male,3,4,Phone,3,Single,5,False,21.0,1,2,5,155.38
False,1,Phone,1,24.0,COD,Male,3,4,Phone,4,Divorced,2,True,17.0,2,2,2,155.58
True,1,Computer,3,7.0,COD,Female,4,6,Phone,5,Single,2,False,22.0,2,2,1,148.25
False,10,Computer,1,10.0,CC,Male,2,4,Phone,4,Single,6,False,13.0,5,8,3,145.88
False,4,Computer,1,16.0,CC,Male,4,4,Laptop & Accessory,5,Married,3,False,12.0,1,7,11,155.72
False,19,Phone,3,11.0,Debit Card,Female,2,4,Laptop & Accessory,5,Married,6,True,12.0,1,2,4,175.06
False,30,Phone,1,15.0,Debit Card,Female,4,4,Phone,5,Married,6,True,19.0,2,3,3,167.57
False,7,Phone,1,9.0,Debit Card,Male,3,4,Phone,2,Single,2,False,15.0,1,2,3,150.0
True,1,Phone,1,9.0,Debit Card,Male,3,5,Phone,2,Single,3,False,23.0,1,2,1,136.02
False,20,Phone,3,7.0,E wallet,Female,4,4,Fashion,5,Married,3,False,26.0,5,16,7,229.53
False,12,Phone,1,16.0,Debit Card,Female,4,4,Phone,2,Single,3,False,13.0,2,3,2,147.88
False,5,Phone,1,19.0,CC,Female,4,4,Phone,2,Divorced,10,True,24.0,2,2,3,164.29
False,8,Phone,1,34.0,CC,Female,4,4,Phone,4,Single,4,False,16.0,2,2,3,148.11
True,5,Phone,3,27.0,E wallet,Female,4,4,Phone,4,Single,3,True,23.0,1,2,3,156.4
False,24,Phone,1,7.0,CC,Male,3,5,Phone,3,Divorced,4,False,16.0,1,2,3,161.9
False,27,Phone,1,20.0,CC,Female,3,3,Laptop & Accessory,5,Married,3,False,12.0,2,2,4,169.5
False,7,Phone,1,21.0,CC,Female,4,4,Phone,4,Divorced,3,False,14.0,1,2,7,152.56
False,14,Phone,1,11.0,CC,Female,3,4,Others,3,Divorced,3,False,18.4,1,10,10,315.33
False,29,Phone,1,21.0,CC,Male,4,3,Others,4,Single,10,False,19.2,1,3,16,312.22
False,8,Computer,1,9.0,Debit Card,Male,3,5,Laptop & Accessory,3,Divorced,3,False,18.0,1,2,4,220.47
False,25,Phone,1,10.0,CC,Female,4,4,Grocery,4,Single,5,False,19.0,1,2,1,262.34
False,26,Phone,1,7.0,Debit Card,Male,4,5,Others,3,Divorced,2,False,15.0,2,12,10,324.99
False,1,Phone,1,16.0,CC,Female,3,4,Phone,4,Single,3,False,17.0,2,2,4,147.79
True,1,Phone,1,30.0,Debit Card,Male,3,5,Laptop & Accessory,3,Divorced,5,True,14.0,2,2,2,184.16
False,17,Computer,1,14.0,CC,Male,3,3,Phone,2,Married,6,False,15.0,1,3,3,145.89
False,19,Computer,1,9.0,CC,Male,4,5,Grocery,2,Divorced,11,False,14.4,10,12,9,292.92
False,11,Phone,1,28.0,Debit Card,Male,4,3,Phone,5,Divorced,3,True,13.0,1,2,8,160.64
False,9,Computer,1,9.0,CC,Female,3,4,Laptop & Accessory,4,Single,7,False,12.0,2,2,3,169.25
False,16,Computer,1,28.0,CC,Female,3,4,Laptop & Accessory,3,Married,4,False,17.0,1,2,3,177.65
False,12,Phone,1,9.0,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,11,False,15.0,1,2,1,190.53
False,12,Phone,1,36.0,COD,Male,3,4,Laptop & Accessory,2,Divorced,5,False,19.0,1,2,8,187.61
False,1,Computer,1,7.0,COD,Male,3,5,Laptop & Accessory,5,Divorced,7,False,20.0,1,3,1,167.98
False,23,Computer,1,25.0,Debit Card,Male,4,4,Laptop & Accessory,2,Married,3,True,16.0,1,2,8,193.04
False,8,Computer,1,17.0,CC,Male,3,4,Phone,3,Married,3,True,18.0,3,3,1,163.15
False,14,Phone,1,26.0,CC,Male,3,4,Laptop & Accessory,2,Divorced,10,True,16.0,2,4,8,152.41
True,2,Phone,1,36.0,CC,Male,4,4,Laptop & Accessory,5,Divorced,9,True,20.0,1,2,1,191.73
True,1,Phone,3,34.0,E wallet,Female,3,4,Fashion,2,Divorced,3,False,23.0,2,2,10,201.39
False,1,Phone,1,12.0,Debit Card,Male,3,3,Phone,4,Married,3,True,17.0,1,3,3,148.28
False,10,Computer,1,25.0,CC,Female,4,4,Phone,2,Single,3,False,14.0,2,2,8,146.53
False,14,Computer,1,16.0,Debit Card,Male,4,5,Laptop & Accessory,2,Divorced,11,False,15.0,2,2,3,173.76
False,20,Phone,1,7.0,CC,Male,4,4,Fashion,5,Married,9,False,17.0,1,2,6,218.96
True,1,Phone,3,11.0,CC,Male,3,6,Fashion,2,Divorced,3,False,12.0,8,10,10,229.0
False,4,Computer,1,7.0,Debit Card,Male,3,5,Fashion,3,Single,3,False,23.0,3,6,4,209.74
False,1,Computer,3,27.0,Debit Card,Female,3,4,Laptop & Accessory,3,Single,3,False,15.0,2,2,6,224.81
False,25,Phone,1,15.0,Debit Card,Male,3,5,Fashion,4,Divorced,7,False,17.0,2,8,8,249.89999999999998
True,1,Phone,1,10.0,COD,Female,3,4,Phone,5,Single,7,True,12.0,2,2,5,151.57
False,15,Phone,3,13.0,Debit Card,Female,4,4,Fashion,2,Single,5,True,19.0,1,2,1,260.91
True,1,Computer,3,33.0,E wallet,Female,3,5,Laptop & Accessory,5,Single,7,False,16.0,1,2,2,191.96
True,1,Phone,1,7.0,COD,Male,3,4,Phone,3,Single,2,False,15.0,1,2,6,145.58
False,19,Computer,3,13.0,CC,Female,3,5,Fashion,2,Single,8,False,13.0,13,13,11,213.65
False,28,Phone,3,10.0,E wallet,Female,3,4,Laptop & Accessory,5,Divorced,4,False,15.0,2,2,6,184.4
False,10,Phone,1,12.0,Debit Card,Male,4,4,Laptop & Accessory,4,Single,10,False,17.0,1,4,8,184.14
False,7,Phone,1,11.0,CC,Female,3,5,Phone,4,Divorced,8,False,22.0,1,2,2,151.22
False,11,Computer,1,18.0,UPI,Male,3,4,Fashion,2,Married,3,True,15.0,1,3,8,246.85000000000002
False,12,Phone,3,10.0,Debit Card,Male,4,4,Fashion,3,Married,2,False,13.0,2,6,11,231.08999999999997
False,5,Computer,1,7.0,CC,Male,3,6,Laptop & Accessory,3,Divorced,2,False,13.0,2,2,5,168.45
False,31,Phone,1,10.0,Debit Card,Male,4,5,Phone,2,Divorced,5,False,18.0,1,2,1,146.77
False,11,Computer,3,11.0,E wallet,Male,3,4,Phone,2,Married,6,False,18.0,2,6,9,25.0
False,3,Computer,3,7.0,CC,Female,3,4,Fashion,2,Divorced,3,False,15.0,5,5,2,204.18
False,9,Computer,3,7.0,E wallet,Female,4,4,Fashion,3,Single,3,False,15.0,2,2,6,212.89
True,1,Phone,1,25.0,CC,Male,3,5,Phone,2,Single,3,True,14.0,1,2,2,148.89
False,26,Phone,1,9.0,Debit Card,Female,3,5,Phone,2,Single,9,False,16.0,1,3,3,157.12
False,16,Phone,1,11.0,COD,Male,3,4,Others,2,Divorced,3,False,20.6,1,12,16,317.32
False,31,Phone,2,13.0,CC,Male,3,4,Phone,3,Divorced,10,False,18.0,3,3,3,147.67
False,24,Phone,3,7.0,CC,Female,4,4,Others,2,Married,5,False,14.4,2,2,7,320.17
True,1,Phone,1,21.0,CC,Male,3,4,Phone,2,Divorced,7,True,14.0,1,2,5,149.36
False,17,Phone,3,23.0,E wallet,Female,4,4,Grocery,2,Divorced,7,True,23.0,0,2,10,285.64
True,1,Phone,1,9.0,Debit Card,Female,3,4,Phone,5,Divorced,9,False,21.0,2,2,8,152.07
False,26,Computer,3,9.0,Debit Card,Male,4,5,Others,3,Single,3,True,19.2,8,16,13,315.68
False,6,Phone,3,11.0,Debit Card,Female,3,4,Phone,4,Divorced,4,False,12.0,2,2,3,164.31
True,1,Phone,1,7.0,Debit Card,Male,4,5,Phone,3,Single,2,True,15.0,2,2,3,162.3
False,13,Phone,1,7.0,CC,Female,4,4,Phone,3,Married,9,False,15.0,1,2,3,147.32
False,6,Computer,3,33.0,E wallet,Male,4,4,Laptop & Accessory,2,Divorced,2,False,19.0,2,3,3,169.65
False,15,Phone,1,26.0,Debit Card,Male,3,4,Laptop & Accessory,5,Married,4,False,17.0,2,2,1,155.72
False,14,Phone,1,31.0,COD,Male,4,4,Laptop & Accessory,2,Married,3,False,18.0,3,5,8,158.19
False,19,Phone,1,7.0,UPI,Male,4,3,Others,2,Divorced,2,False,16.6,2,2,8,317.02
False,5,Computer,1,10.0,CC,Male,4,4,Fashion,3,Married,11,False,13.0,3,3,3,261.75
False,7,Phone,1,12.0,Debit Card,Female,4,5,Phone,2,Divorced,3,False,14.0,1,2,3,154.11
False,8,Phone,1,9.0,Debit Card,Male,3,5,Laptop & Accessory,5,Divorced,8,False,14.0,1,6,10,184.57
False,11,Phone,1,7.0,CC,Female,3,5,Phone,5,Divorced,4,False,15.0,2,2,3,164.2
False,19,Computer,1,14.0,Debit Card,Male,4,3,Laptop & Accessory,3,Divorced,6,False,18.0,1,2,3,189.34
True,1,Computer,1,17.0,CC,Male,4,4,Fashion,3,Married,8,False,12.0,2,2,9,225.48
False,13,Computer,1,9.0,COD,Female,4,4,Fashion,3,Single,2,False,26.0,11,11,9,234.38
False,3,Phone,1,22.0,Debit Card,Male,3,4,Phone,2,Single,3,False,20.0,1,2,6,148.4
False,16,Phone,1,24.0,Debit Card,Female,3,3,Laptop & Accessory,5,Single,5,True,14.0,1,2,3,190.45
False,3,Phone,3,27.0,E wallet,Male,3,4,Laptop & Accessory,2,Married,4,False,15.0,2,2,3,194.31
False,1,Phone,1,7.0,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced,2,False,13.0,2,2,3,173.98
False,16,Phone,1,9.0,CC,Female,3,5,Phone,5,Married,2,True,12.0,5,8,9,150.93
False,14,Phone,1,9.0,CC,Male,3,4,Others,3,Married,2,False,18.4,1,4,10,319.36
False,25,Phone,1,7.0,Debit Card,Male,4,4,Phone,2,Divorced,3,False,12.0,2,2,1,152.23
True,1,Computer,1,36.0,CC,Male,4,5,Phone,4,Single,2,False,12.0,2,2,5,159.79
False,6,Computer,1,14.0,Debit Card,Male,4,3,Phone,4,Divorced,3,False,21.0,1,2,4,152.94
False,12,Computer,3,9.0,Debit Card,Male,3,5,Laptop & Accessory,2,Divorced,5,False,19.0,7,8,6,177.49
False,6,Phone,1,9.0,COD,Male,3,5,Laptop & Accessory,5,Single,6,False,14.0,1,2,5,146.76
False,20,Phone,3,9.0,COD,Female,4,6,Grocery,4,Divorced,5,True,14.6,7,8,8,293.72
True,1,Phone,1,9.0,Debit Card,Male,4,4,Phone,3,Single,4,False,12.0,2,2,1,159.85
False,3,Phone,3,9.0,CC,Male,4,5,Laptop & Accessory,4,Divorced,4,False,20.0,1,2,1,191.44
False,5,Phone,1,30.0,CC,Male,4,5,Laptop & Accessory,2,Divorced,2,False,22.0,2,8,9,180.82
False,1,Computer,1,12.0,Debit Card,Male,3,3,Laptop & Accessory,5,Married,3,False,13.0,2,2,6,165.0
False,19,Phone,1,27.0,CC,Male,4,4,Grocery,2,Divorced,2,True,15.0,1,3,11,259.96
False,10,Phone,1,13.0,Debit Card,Male,3,4,Phone,2,Divorced,2,False,12.0,5,11,12,157.1
False,29,Phone,1,7.0,CC,Male,3,4,Others,5,Single,2,True,18.8,5,5,14,315.45
True,11,Computer,1,36.0,Debit Card,Male,3,4,Fashion,4,Divorced,3,True,13.0,6,8,10,243.49
False,2,Phone,1,16.0,CC,Male,4,4,Phone,2,Divorced,3,False,24.0,2,2,5,145.7
False,11,Phone,3,13.0,CC,Male,4,4,Laptop & Accessory,2,Divorced,6,False,15.0,1,2,2,190.02
False,1,Phone,1,10.0,CC,Male,4,5,Phone,3,Single,3,False,18.0,2,2,1,157.3
False,11,Computer,1,7.0,CC,Female,1,4,Fashion,2,Married,4,True,19.0,3,2,3,261.03
False,3,Phone,1,29.0,Debit Card,Female,4,3,Fashion,4,Married,9,False,19.0,6,10,3,244.95999999999998
False,12,Phone,3,14.0,CC,Female,3,3,Laptop & Accessory,5,Married,3,True,25.0,1,8,8,181.05
False,1,Computer,1,7.0,Debit Card,Female,3,4,Laptop & Accessory,4,Married,3,False,21.0,1,2,5,188.97
False,24,Phone,1,11.0,Debit Card,Male,4,4,Others,4,Married,5,False,14.8,2,2,7,316.44
False,27,Phone,1,10.0,CC,Male,3,4,Grocery,3,Divorced,5,True,14.0,1,2,4,300.84
False,16,Phone,3,7.0,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,3,False,26.0,5,12,7,174.07
False,3,Computer,3,9.0,Debit Card,Male,3,4,Laptop & Accessory,2,Single,3,False,19.0,1,2,10,170.54
False,29,Phone,1,27.0,COD,Male,3,4,Laptop & Accessory,2,Divorced,5,True,20.0,2,2,9,179.15
False,1,Computer,1,18.0,CC,Male,3,4,Laptop & Accessory,5,Divorced,3,True,14.0,3,4,4,172.41
False,11,Phone,1,7.0,Debit Card,Female,3,4,Phone,2,Single,3,False,13.0,2,6,8,146.15
True,8,Computer,1,31.0,Debit Card,Male,3,4,Phone,3,Married,5,True,23.0,1,2,1,156.61
False,12,Phone,1,30.0,Debit Card,Male,3,4,Laptop & Accessory,2,Married,11,False,15.0,1,2,3,182.45
True,1,Phone,1,23.0,CC,Male,3,4,Phone,4,Married,4,True,14.0,2,2,3,148.73
False,2,Phone,1,15.0,Debit Card,Female,4,4,Phone,2,Single,3,False,22.0,1,2,3,158.1
False,23,Computer,1,17.0,Debit Card,Female,3,4,Others,5,Single,11,True,14.8,1,2,3,311.65
False,10,Phone,1,10.0,COD,Male,2,4,Laptop & Accessory,4,Single,6,False,13.0,7,8,8,169.85
False,5,Computer,3,12.0,E wallet,Female,3,4,Phone,4,Married,3,False,12.0,1,3,3,152.89
True,1,Phone,3,11.0,E wallet,Male,3,5,Laptop & Accessory,2,Single,3,True,13.0,8,8,5,183.28
False,11,Computer,1,16.0,CC,Male,3,4,Phone,2,Divorced,3,True,13.0,1,2,3,148.26
False,16,Computer,3,33.0,E wallet,Female,4,4,Grocery,4,Divorced,7,False,15.0,3,9,9,260.25
True,1,Phone,1,10.0,Debit Card,Male,3,4,Phone,3,Single,3,False,14.0,1,2,1,139.2
False,9,Phone,3,23.0,E wallet,Male,4,4,Fashion,4,Divorced,2,False,16.0,4,7,10,205.2
False,10,Computer,1,25.0,Debit Card,Male,3,3,Phone,2,Divorced,6,False,19.0,1,2,1,161.88
False,25,Phone,1,9.0,CC,Male,3,6,Laptop & Accessory,4,Married,7,False,19.0,1,2,3,179.82
False,15,Phone,3,9.0,Debit Card,Male,3,4,Grocery,4,Single,3,False,20.0,0,2,5,285.15
False,1,Phone,3,17.0,CC,Female,4,5,Phone,3,Single,3,False,13.0,2,2,1,137.0
False,2,Phone,1,23.0,CC,Male,4,3,Laptop & Accessory,5,Single,2,False,20.0,1,2,8,181.61
False,5,Phone,3,14.0,COD,Male,4,3,Laptop & Accessory,2,Divorced,6,False,12.0,4,8,8,194.29
False,13,Phone,1,7.0,CC,Male,3,3,Fashion,2,Married,2,False,18.0,4,4,7,221.13
False,10,Computer,1,31.0,Debit Card,Female,3,4,Laptop & Accessory,4,Divorced,9,False,16.0,1,2,9,181.74
False,6,Phone,3,14.0,Debit Card,Male,4,5,Laptop & Accessory,3,Divorced,3,False,15.0,2,5,9,179.84
False,12,Phone,1,32.0,Debit Card,Female,3,5,Fashion,4,Divorced,5,False,18.0,2,8,2,245.61
False,31,Computer,1,7.0,Debit Card,Male,3,6,Laptop & Accessory,3,Married,4,True,14.0,2,2,3,181.6
False,5,Phone,1,12.0,COD,Male,3,4,Phone,2,Divorced,2,True,13.0,1,2,4,173.21
False,5,Phone,2,9.0,UPI,Male,4,5,Laptop & Accessory,5,Divorced,5,False,13.0,1,2,1,189.1
False,19,Computer,1,14.0,Debit Card,Male,4,4,Fashion,5,Married,3,False,19.0,6,10,12,177.1
False,5,Phone,1,9.0,Debit Card,Male,3,4,Phone,2,Married,2,True,19.0,2,3,3,151.95
False,7,Computer,1,12.0,Debit Card,Female,4,4,Fashion,4,Divorced,8,False,12.0,3,10,9,243.77999999999997
False,13,Phone,1,17.0,CC,Male,3,4,Grocery,5,Divorced,3,True,17.6,12,12,11,295.68
False,17,Computer,1,17.0,Debit Card,Female,3,4,Phone,2,Single,2,False,20.0,1,2,8,149.55
False,23,Phone,1,7.0,COD,Female,3,5,Grocery,3,Single,9,True,13.0,1,2,8,264.64
True,16,Phone,1,15.0,CC,Male,3,5,Laptop & Accessory,4,Divorced,4,False,16.0,8,8,8,174.41
False,1,Phone,1,12.0,Debit Card,Female,3,4,Phone,4,Single,3,True,13.0,1,2,3,149.78
False,6,Phone,3,15.0,COD,Female,4,5,Laptop & Accessory,4,Divorced,3,True,12.0,7,12,10,177.28
False,1,Phone,3,9.0,Debit Card,Male,4,4,Laptop & Accessory,3,Single,3,True,12.0,2,2,5,169.78
False,5,Phone,3,14.0,E wallet,Male,4,4,Laptop & Accessory,2,Married,6,False,13.0,1,2,8,200.47
False,6,Phone,1,9.0,CC,Female,4,3,Laptop & Accessory,2,Single,9,False,17.0,2,2,8,175.55
True,1,Phone,1,9.0,CC,Male,3,6,Phone,2,Divorced,7,True,14.0,3,3,3,159.64
False,4,Phone,1,35.0,CC,Female,4,4,Laptop & Accessory,2,Divorced,3,False,14.0,1,2,10,182.75
False,5,Computer,1,14.0,Debit Card,Female,3,5,Fashion,3,Divorced,3,False,25.0,4,9,10,214.43
False,13,Computer,1,6.0,CC,Male,3,5,Others,2,Divorced,3,False,17.0,10,14,4,317.72
True,3,Phone,3,10.0,CC,Female,3,4,Laptop & Accessory,3,Divorced,6,True,19.0,2,2,1,177.38
False,7,Computer,3,17.0,E wallet,Male,3,5,Laptop & Accessory,2,Single,5,False,15.0,2,2,2,171.82
False,21,Phone,1,12.0,Debit Card,Male,3,4,Others,3,Divorced,6,False,14.6,1,2,2,308.0
False,17,Computer,1,17.0,Debit Card,Female,3,5,Laptop & Accessory,3,Married,3,False,12.0,1,2,1,177.57
False,1,Computer,3,7.0,E wallet,Male,4,4,Laptop & Accessory,4,Divorced,2,True,14.0,1,2,5,188.49
False,28,Computer,1,27.0,Debit Card,Female,3,4,Laptop & Accessory,3,Single,5,False,13.0,2,2,4,173.69
False,17,Phone,1,14.0,Debit Card,Female,3,4,Fashion,5,Divorced,10,False,17.0,2,2,7,224.85
False,19,Phone,1,15.0,UPI,Male,4,4,Laptop & Accessory,2,Divorced,11,False,15.0,8,10,9,161.97
False,14,Phone,3,7.0,CC,Male,3,6,Laptop & Accessory,2,Divorced,4,True,23.0,2,2,3,199.57
True,1,Phone,1,15.0,UPI,Male,4,6,Phone,5,Divorced,3,True,12.0,2,2,8,146.19
False,3,Phone,1,16.0,UPI,Male,2,5,Phone,2,Single,2,False,18.0,3,3,3,164.83
False,4,Phone,3,12.0,E wallet,Female,2,5,Laptop & Accessory,3,Married,3,False,14.0,1,2,3,186.18
False,1,Phone,3,15.0,E wallet,Female,3,4,Laptop & Accessory,4,Divorced,3,False,19.0,1,2,8,187.14
False,11,Phone,1,12.0,CC,Male,4,4,Laptop & Accessory,2,Married,9,False,17.0,1,2,5,188.47
False,12,Phone,1,22.0,Debit Card,Male,4,5,Fashion,2,Married,2,True,15.0,2,7,10,240.10000000000002
False,5,Phone,1,14.0,CC,Female,3,4,Fashion,2,Single,3,True,15.0,3,5,11,196.43
False,3,Phone,3,17.0,E wallet,Female,3,5,Laptop & Accessory,4,Married,3,True,15.0,1,2,8,207.68
False,9,Phone,1,12.0,COD,Male,4,4,Fashion,4,Single,2,False,14.0,1,2,14,205.95
False,1,Phone,1,33.0,Debit Card,Male,3,4,Phone,2,Married,3,False,13.0,2,2,3,154.04
False,15,Phone,1,13.0,CC,Male,4,5,Laptop & Accessory,4,Single,8,True,16.0,2,2,3,185.32
False,21,Computer,3,11.0,CC,Male,3,4,Laptop & Accessory,3,Single,5,False,20.0,1,2,1,154.76
False,16,Phone,1,30.0,Debit Card,Female,3,4,Grocery,2,Single,4,False,15.0,2,2,1,284.92
False,3,Computer,3,9.0,Debit Card,Male,4,4,Laptop & Accessory,3,Divorced,3,False,15.0,2,2,3,171.49
False,16,Phone,2,9.0,COD,Male,3,4,Phone,3,Married,2,True,12.0,2,2,1,151.96
False,6,Phone,1,9.0,CC,Female,4,4,Phone,4,Divorced,3,False,14.0,1,2,8,148.7
False,22,Phone,3,36.0,CC,Female,4,4,Fashion,3,Divorced,5,False,22.0,1,2,1,250.04000000000002
False,11,Phone,1,13.0,CC,Male,3,3,Laptop & Accessory,5,Married,6,True,14.0,3,7,8,184.74
False,4,Computer,3,32.0,COD,Female,3,4,Laptop & Accessory,3,Divorced,9,True,13.0,2,3,3,172.36
False,1,Phone,3,7.0,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,3,False,18.0,3,8,8,177.96
False,16,Phone,1,9.0,UPI,Male,4,5,Laptop & Accessory,2,Single,5,False,24.0,1,2,1,192.81
True,1,Computer,3,7.0,COD,Female,3,5,Phone,4,Single,3,True,12.0,2,2,3,146.74
False,10,Computer,3,7.0,CC,Female,3,4,Laptop & Accessory,2,Single,6,False,16.0,2,2,1,191.53
False,10,Computer,3,10.0,CC,Male,3,5,Fashion,2,Divorced,6,False,12.0,1,2,10,221.99
False,31,Phone,1,7.0,CC,Male,3,4,Laptop & Accessory,3,Divorced,4,False,12.0,2,2,3,192.55
False,14,Phone,1,17.0,Debit Card,Female,3,3,Phone,3,Divorced,5,True,14.0,1,2,8,147.13
False,1,Computer,3,16.0,CC,Male,3,4,Phone,2,Single,3,False,25.0,1,3,3,151.1
True,1,Phone,3,12.0,E wallet,Female,3,4,Phone,3,Single,3,True,14.0,2,2,1,153.51
False,11,Phone,1,17.0,CC,Female,4,4,Phone,5,Divorced,8,False,21.0,2,2,4,159.52
False,20,Computer,1,14.0,CC,Female,2,4,Laptop & Accessory,3,Divorced,4,False,15.0,1,2,1,177.58
True,5,Computer,3,11.0,E wallet,Male,3,4,Laptop & Accessory,4,Single,3,False,19.0,8,8,7,218.55
False,24,Phone,1,17.0,COD,Male,4,5,Fashion,2,Single,8,False,16.0,1,2,5,229.96
True,4,Phone,3,29.0,E wallet,Male,4,5,Laptop & Accessory,3,Divorced,4,True,13.0,2,2,1,188.8
False,5,Phone,1,16.0,Debit Card,Male,3,5,Phone,4,Single,2,True,17.0,2,3,3,151.57
True,1,Phone,3,19.0,Debit Card,Female,3,3,Phone,4,Single,3,False,16.0,1,2,1,152.16
False,3,Phone,1,30.0,Debit Card,Male,3,4,Phone,2,Single,11,False,17.0,2,2,3,147.01
False,9,Phone,1,16.0,Debit Card,Male,4,5,Laptop & Accessory,4,Single,11,False,20.0,2,2,1,190.4
False,1,Phone,1,7.0,CC,Male,3,4,Phone,4,Married,3,False,12.0,1,2,5,163.16
False,2,Phone,3,16.0,Debit Card,Male,4,4,Laptop & Accessory,2,Single,3,False,17.0,2,2,8,177.53
False,23,Phone,1,14.0,UPI,Male,3,5,Fashion,3,Single,10,False,25.0,2,2,1,170.0
False,25,Phone,3,21.0,Debit Card,Female,3,4,Laptop & Accessory,2,Divorced,6,False,12.0,1,2,8,174.36
