NumberOfAddress,Complain,OrderAmountHikeFromlastYear,OrderCount,DaySinceLastOrder,CashbackAmount,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,CouponUsed
11,false,17,12,13,300.57736969,false,18,Computer,1,9,CC,Female,4,4,Grocery,4,Divorced,13
5,false,23,6,1,145.80067588,false,1,Phone,1,16,Debit Card,Female,4,2,Phone,5,Divorced,2
3,false,15,4,3,157.61449616,true,3,Phone,1,6,CC,Male,3,4,Phone,5,Divorced,1
2,true,23,1,7,174.3477179,true,0,Phone,3,31,E wallet,Female,2,2,Laptop & Accessory,4,Single,0
6,false,11,1,1,125.42713056,false,20,Phone,1,34,UPI,Female,3,3,Phone,4,Divorced,0
1,true,19,1,1,160.21465594,false,0,Phone,1,24,UPI,Male,2,1,Laptop & Accessory,5,Married,1
2,true,21,2,7,271.50245913,false,12,Computer,1,16,Debit Card,Female,2,4,Grocery,3,Single,2
2,false,15,2,5,199.72302044,false,3,Computer,3,30,E wallet,Male,4,2,Laptop & Accessory,5,Single,2
2,false,23,1,8,190.11162368,false,0,Phone,1,21,CC,Male,2,3,Laptop & Accessory,1,Married,0
5,true,19,7,3,228.53661917,false,17,Phone,3,22,Debit Card,Female,4,5,Grocery,1,Married,3
4,true,17,1,0,140.78752462,false,0,Phone,3,24,Debit Card,Male,2,3,Laptop & Accessory,3,Single,1
5,false,13,1,0,197.83744223,false,3,Phone,3,22,E wallet,Male,3,3,Fashion,1,Married,0
1,true,15,1,8,142.72971051,false,12,Phone,1,10,Debit Card,Male,2,1,Laptop & Accessory,4,Married,1
4,false,18,3,3,152.71141864,false,26,Phone,1,16,CC,Male,3,2,Phone,3,Single,1
3,false,14,2,7,185.07507469,false,7,Phone,3,9,E wallet,Female,3,4,Laptop & Accessory,3,Single,2
5,false,13,2,3,178.24975408,false,1,Computer,3,10,COD,Male,4,5,Laptop & Accessory,1,Single,2
3,true,12,2,3,149.00766941,false,9,Computer,3,10,Debit Card,Male,3,4,Phone,3,Married,2
11,false,21,2,1,150.19765514,false,9,Computer,1,9,Debit Card,Female,4,4,Phone,1,Married,1
3,true,15,8,3,226.39336767,false,5,Phone,3,12,Debit Card,Male,3,4,Grocery,3,Divorced,1
9,true,13,1,4,146.39834347,false,1,Phone,3,11,E wallet,Female,2,3,Laptop & Accessory,1,Married,0
2,true,12,2,3,151.89023926,false,14,Phone,1,33,CC,Male,3,4,Phone,4,Divorced,1
2,false,15,1,3,163.11748957,false,0,Phone,3,15,Debit Card,Male,2,3,Laptop & Accessory,3,Married,1
2,false,11,1,3,155.0968719,false,6,Phone,3,15,Debit Card,Female,2,5,Laptop & Accessory,4,Married,0
3,false,23,2,1,162.984797,false,10,Computer,1,7,Debit Card,Male,3,2,Phone,4,Married,2
2,false,15,8,8,150.48736338,false,7,Computer,1,13,CC,Male,4,2,Phone,3,Divorced,5
1,false,21,2,4,160.07243794,false,11,Phone,3,7,CC,Male,3,2,Phone,3,Married,1
8,false,15,3,2,293.8289086,false,26,Phone,1,8,CC,Female,4,4,Others,1,Married,3
1,false,15,13,8,145.20902109,true,13,Phone,1,9,Debit Card,Male,4,4,Phone,3,Divorced,4
2,false,21,2,5,199.31900316,false,1,Computer,3,9,CC,Female,4,5,Laptop & Accessory,2,Married,2
5,false,14,2,7,184.21019168,false,30,Phone,3,17,E wallet,Male,3,3,Laptop & Accessory,2,Divorced,2
1,false,12,1,4,132.61747755,false,18,Phone,1,8,COD,Male,2,3,Phone,4,Married,0
2,true,16,4,14,156.36393024,true,1,Phone,3,27,COD,Male,3,4,Laptop & Accessory,3,Single,1
5,true,13,2,3,218.26153772,false,9,Computer,3,17,E wallet,Female,3,4,Fashion,3,Married,3
6,false,17,1,7,121.43691083,false,9,Computer,1,9,COD,Male,2,3,Phone,1,Married,1
3,false,12,2,9,179.30015145,false,1,Phone,1,18,CC,Male,3,4,Laptop & Accessory,5,Married,2
4,false,14,5,8,159.71339021,false,27,Phone,1,9,CC,Female,3,5,Phone,3,Married,5
8,false,12,1,0,119.4722399,false,9,Computer,1,9,Debit Card,Male,3,5,Phone,2,Divorced,0
1,false,24,7,7,189.6238022,false,30,Computer,1,26,COD,Female,1,4,Fashion,5,Married,3
4,true,15,8,8,292.81473119,false,15,Phone,1,8,Debit Card,Male,3,3,Others,3,Divorced,5
3,false,17,2,8,161.67399013,false,2,Phone,1,17,COD,Male,4,2,Phone,5,Divorced,1
5,false,18,1,1,142.84290788,false,10,Phone,1,8,UPI,Female,2,3,Laptop & Accessory,2,Married,1
5,false,15,1,2,301.89422082,false,26,Phone,1,22,Debit Card,Male,4,3,Grocery,3,Married,0
2,true,11,2,1,123.0991919,true,0,Phone,3,27,UPI,Female,3,4,Phone,3,Single,2
2,false,22,8,3,222.93339555,false,3,Computer,1,8,CC,Male,4,4,Grocery,1,Married,8
4,false,13,1,7,184.31209314,false,12,Phone,1,20,COD,Male,3,3,Fashion,5,Married,0
3,false,15,2,3,147.00927479,false,9,Phone,1,6,CC,Male,4,4,Phone,4,Divorced,2
6,false,15,2,3,165.84816581,false,10,Phone,1,8,Debit Card,Female,3,4,Laptop & Accessory,3,Single,2
3,true,15,5,10,181.7662512,false,12,Computer,1,9,CC,Male,4,4,Laptop & Accessory,3,Married,5
5,true,23,1,5,203.81303934,false,9,Phone,1,23,CC,Male,2,4,Fashion,4,Married,0
3,false,13,2,3,214.07550877,false,1,Phone,3,7,E wallet,Female,4,4,Laptop & Accessory,1,Married,2
2,true,11,1,5,162.1177605,false,11,Phone,3,16,E wallet,Male,2,4,Laptop & Accessory,4,Married,0
4,false,13,2,1,146.57226907,false,24,Phone,1,18,CC,Female,3,4,Phone,4,Single,2
8,true,13,2,3,148.93315426,true,1,Phone,3,32,Debit Card,Female,3,5,Phone,1,Single,2
8,false,11,5,11,307.96773667,false,9,Computer,1,9,CC,Female,2,4,Grocery,3,Married,6
2,false,15,7,8,165.62817518,false,14,Phone,2,17,CC,Male,3,4,Laptop & Accessory,3,Divorced,3
8,false,13,2,2,126.30424892,false,21,Phone,1,14,CC,Male,3,2,Phone,5,Single,2
11,true,13,2,1,141.50397367,false,6,Phone,3,9,E wallet,Female,4,4,Phone,5,Married,1
4,true,14,3,4,165.92051822,false,18,Phone,3,10,E wallet,Female,2,3,Laptop & Accessory,5,Single,6
4,false,14,1,3,213.15301031,false,12,Phone,3,14,E wallet,Male,2,3,Fashion,1,Single,0
9,false,20,1,1,141.86951693,false,1,Phone,3,8,E wallet,Male,3,3,Laptop & Accessory,5,Single,0
2,true,11,1,7,126.74169255,true,0,Phone,1,10,CC,Male,3,3,Phone,3,Divorced,1
3,true,12,2,3,153.73898352,false,1,Phone,3,14,UPI,Female,3,4,Phone,3,Married,1
2,false,14,1,0,135.42143778,false,0,Computer,1,13,CC,Male,3,5,Phone,1,Divorced,0
3,false,15,2,1,149.07072319,false,4,Phone,1,16,CC,Male,4,6,Phone,3,Divorced,2
2,true,19,2,2,125.33323594,false,0,Phone,1,17,CC,Male,2,1,Phone,5,Married,1
1,false,24,1,7,162.67858892,false,11,Computer,3,9,Debit Card,Male,2,1,Laptop & Accessory,2,Single,0
3,false,25,2,1,146.177203,false,1,Phone,1,16,UPI,Male,3,6,Phone,1,Married,1
2,false,16,2,3,154.10408987,false,9,Phone,1,7,COD,Female,3,5,Phone,3,Divorced,2
8,false,24,2,1,145.50997198,false,14,Phone,1,9,Debit Card,Male,3,4,Laptop & Accessory,3,Married,2
3,false,16,5,7,153.46458028,false,11,Phone,1,30,CC,Male,4,2,Phone,3,Married,5
3,false,23,2,1,173.87932149,false,1,Phone,1,36,CC,Male,4,4,Phone,4,Single,1
2,false,20,2,3,195.9155792,false,10,Computer,1,12,Debit Card,Male,4,4,Laptop & Accessory,5,Single,1
1,false,12,3,17,153.16706971,false,3,Computer,1,8,CC,Male,3,3,Laptop & Accessory,1,Single,0
3,true,14,4,9,153.77625246,false,17,Phone,1,8,Debit Card,Female,3,3,Laptop & Accessory,5,Married,5
2,false,18,1,1,152.28687011,false,0,Computer,2,27,Debit Card,Male,2,3,Laptop & Accessory,4,Married,0
2,false,12,8,7,127.2840467,true,0,Computer,1,9,Debit Card,Male,2,4,Phone,2,Single,5
8,false,12,4,4,161.92250771,false,0,Phone,3,27,E wallet,Female,2,5,Laptop & Accessory,5,Married,1
7,false,21,6,14,208.6490198,false,18,Phone,1,27,Debit Card,Male,3,2,Fashion,5,Married,2
5,false,17,1,2,128.73133876,false,11,Phone,1,9,CC,Male,2,3,Phone,1,Single,0
2,false,15,2,1,160.64475811,false,9,Phone,1,7,Debit Card,Female,4,4,Phone,1,Married,2
6,true,12,1,4,181.38938492,true,7,Phone,1,10,COD,Male,2,5,Laptop & Accessory,4,Single,1
9,true,24,1,1,191.21335113,false,24,Computer,1,13,CC,Female,2,4,Laptop & Accessory,2,Single,1
2,false,20,1,9,153.69907124,false,11,Phone,1,12,Debit Card,Female,3,4,Laptop & Accessory,4,Single,1
1,false,14,1,8,136.88060959,false,28,Computer,1,10,CC,Male,2,3,Laptop & Accessory,2,Single,0
6,false,13,2,2,154.88411619,false,6,Computer,1,27,Debit Card,Female,3,4,Phone,3,Single,1
2,true,15,2,1,173.47017661,true,0,Computer,1,11,CC,Female,2,3,Fashion,4,Single,0
3,false,17,14,13,221.52257054,false,10,Computer,1,9,CC,Female,3,1,Fashion,5,Single,0
2,false,14,3,1,200.55699861,false,12,Computer,1,9,Debit Card,Male,4,4,Laptop & Accessory,2,Single,1
2,false,15,2,2,123.28602832,false,9,Phone,3,26,COD,Female,4,4,Phone,1,Married,1
2,false,17,1,1,142.2303376,false,30,Phone,3,10,E wallet,Male,3,4,Laptop & Accessory,5,Married,0
10,true,17,1,0,126.72649649,false,12,Computer,1,14,COD,Female,2,3,Phone,3,Single,0
3,false,13,2,1,154.58231817,false,4,Phone,1,14,Debit Card,Female,3,4,Phone,3,Married,2
9,false,15,2,9,324.37209256,false,6,Phone,1,10,Debit Card,Male,3,4,Others,3,Divorced,2
3,false,11,1,0,166.4568001,false,15,Computer,3,10,Debit Card,Female,3,3,Laptop & Accessory,5,Single,0
5,false,14,1,2,130.17592149,false,12,Computer,1,13,UPI,Male,3,1,Phone,1,Married,0
5,false,12,1,7,267.99653477,false,5,Computer,1,22,Debit Card,Male,3,1,Grocery,3,Married,0
3,false,18,2,8,261.3321693,false,15,Computer,1,14,Debit Card,Female,3,4,Fashion,5,Single,1
3,true,15,2,2,146.71172642,false,18,Phone,1,30,CC,Male,3,5,Phone,3,Married,2
2,true,11,3,0,128.95230731,true,0,Phone,1,22,Debit Card,Female,3,3,Phone,5,Single,3
2,true,18,2,7,169.18475527,false,19,Computer,1,7,Debit Card,Male,4,4,Laptop & Accessory,5,Married,1
5,false,12,2,2,233.39004632,false,8,Computer,1,32,Debit Card,Female,2,4,Fashion,5,Divorced,1
3,true,14,2,8,229.44568637,false,4,Phone,3,16,Debit Card,Female,4,3,Fashion,2,Married,2
3,false,20,2,1,145.52214797,true,1,Phone,3,14,Debit Card,Female,4,6,Phone,4,Single,2
1,true,11,2,4,278.59523129,false,13,Phone,1,20,CC,Female,3,3,Others,3,Married,1
4,false,12,2,2,232.40721921,false,19,Phone,3,32,CC,Male,3,4,Grocery,3,Divorced,0
8,false,20,2,1,192.50388901,false,1,Phone,1,10,COD,Male,3,4,Laptop & Accessory,5,Divorced,1
4,false,21,1,7,263.92926059,false,8,Phone,1,15,CC,Female,3,3,Grocery,3,Married,1
5,false,11,1,2,130.42616557,false,9,Phone,2,13,CC,Female,3,3,Laptop & Accessory,3,Divorced,0
6,false,14,2,2,181.72946393,false,26,Phone,3,24,E wallet,Female,2,3,Laptop & Accessory,3,Divorced,2
8,false,19,1,0,166.57308001,false,12,Phone,1,24,Debit Card,Male,2,3,Laptop & Accessory,5,Divorced,1
3,false,26,2,5,172.63576737,false,8,Computer,1,10,CC,Male,3,5,Phone,2,Divorced,2
6,false,18,6,10,193.61830883,false,26,Phone,1,21,Debit Card,Male,4,4,Laptop & Accessory,3,Married,4
2,true,12,6,4,163.16674377,false,0,Computer,3,9,CC,Male,3,3,Laptop & Accessory,1,Married,1
3,false,12,2,3,224.10479231,false,2,Phone,3,16,CC,Male,4,5,Fashion,5,Married,1
3,false,16,2,8,187.92851116,false,3,Computer,3,5,Debit Card,Male,3,5,Laptop & Accessory,3,Married,4
9,false,18,2,3,161.14870545,false,1,Computer,1,29,UPI,Female,3,4,Phone,5,Married,1
3,true,13,2,3,224.34898686,true,1,Phone,3,33,E wallet,Male,3,6,Laptop & Accessory,3,Single,1
6,true,15,2,3,181.19283289,true,9,Computer,1,10,UPI,Male,3,5,Laptop & Accessory,5,Married,2
2,false,14,2,1,150.50854974,false,3,Phone,1,30,COD,Male,4,5,Phone,5,Married,1
2,false,18,2,4,141.11046688,true,0,Phone,1,18,UPI,Female,3,4,Laptop & Accessory,3,Married,1
6,false,15,7,8,146.20251145,false,10,Phone,1,10,UPI,Female,2,4,Laptop & Accessory,2,Married,5
1,true,12,2,2,125.56776335,false,0,Phone,3,14,E wallet,Male,3,4,Phone,2,Divorced,1
1,true,12,7,7,153.8913117,false,5,Computer,3,8,E wallet,Female,2,4,Laptop & Accessory,4,Single,2
2,false,13,6,7,122.59430993,false,9,Phone,1,9,CC,Male,2,3,Phone,5,Married,6
4,false,23,1,2,175.66234847,false,11,Phone,1,13,UPI,Female,2,5,Laptop & Accessory,1,Single,1
5,false,21,1,7,162.9026327,false,14,Phone,3,14,CC,Male,2,3,Laptop & Accessory,1,Married,0
4,false,13,1,7,159.68393061,false,16,Phone,3,27,Debit Card,Female,3,2,Laptop & Accessory,5,Married,0
4,false,12,1,0,147.49896819,false,24,Phone,1,6,UPI,Female,3,4,Laptop & Accessory,5,Married,1
4,false,16,2,3,159.27352323,false,4,Phone,1,13,CC,Male,3,2,Phone,5,Single,1
2,false,21,3,3,147.96891444,true,9,Computer,1,20,CC,Male,4,5,Phone,3,Married,3
2,false,13,12,10,156.51067097,true,1,Phone,3,9,CC,Male,3,4,Phone,3,Single,6
4,false,14,1,2,209.83478659,false,15,Computer,3,7,Debit Card,Female,3,4,Fashion,4,Married,0
2,false,13,9,8,131.0504795,false,12,Phone,1,8,COD,Male,3,4,Phone,3,Single,1
6,false,13,2,5,183.20304724,false,10,Phone,3,10,Debit Card,Male,4,4,Laptop & Accessory,2,Married,1
4,true,14,9,7,178.84123945,false,19,Phone,1,7,COD,Male,3,4,Laptop & Accessory,3,Single,4
4,false,16,4,3,138.85607766,false,4,Phone,1,6,CC,Female,2,2,Phone,3,Single,1
3,true,15,2,1,146.32189511,false,1,Phone,3,32,CC,Male,3,6,Phone,1,Married,1
4,false,15,2,1,279.98432271,false,14,Phone,1,21,UPI,Female,3,4,Fashion,5,Married,1
3,true,11,1,2,184.97056395,false,27,Phone,1,26,CC,Male,3,3,Fashion,3,Married,1
6,false,13,2,3,151.93770984,false,5,Phone,1,7,COD,Female,4,4,Phone,4,Divorced,2
8,false,19,2,3,188.80405621,false,14,Phone,3,17,COD,Female,3,4,Laptop & Accessory,3,Single,1
11,false,15,2,10,292.67637274,false,28,Phone,1,15,CC,Male,3,4,Laptop & Accessory,3,Married,1
3,false,13,1,0,132.18560078,false,12,Phone,1,35,CC,Female,1,2,Phone,3,Divorced,1
2,false,14,1,4,124.81684992,false,24,Phone,1,24,Debit Card,Male,2,3,Phone,2,Single,0
6,false,21,2,3,159.01576825,false,11,Computer,1,33,CC,Male,4,4,Phone,5,Divorced,1
5,false,15,3,3,304.11623972,false,31,Phone,1,9,CC,Female,3,4,Others,3,Divorced,1
5,false,18,1,4,150.18982978,false,14,Phone,1,7,UPI,Female,2,3,Laptop & Accessory,3,Married,0
2,false,17,1,2,198.32756391,false,0,Phone,1,13,Debit Card,Female,2,3,Fashion,5,Single,0
2,false,12,1,2,174.47352059,false,7,Phone,3,11,CC,Female,3,3,Fashion,3,Married,1
3,true,20,2,3,165.46201581,false,1,Computer,3,12,CC,Female,4,4,Laptop & Accessory,5,Married,1
3,false,24,7,18,293.36057034,false,18,Phone,1,13,Debit Card,Male,3,3,Others,4,Divorced,7
4,true,24,5,3,144.50217009,true,0,Phone,1,8,Debit Card,Male,2,5,Phone,3,Married,4
8,true,11,1,0,174.24638252,false,9,Computer,3,13,Debit Card,Female,3,3,Fashion,1,Single,0
4,false,11,1,2,171.21658935,false,5,Phone,3,14,Debit Card,Male,3,2,Laptop & Accessory,1,Single,0
2,false,12,8,8,146.57868538,false,30,Phone,1,9,Debit Card,Male,3,4,Phone,1,Single,4
2,true,23,7,7,133.19138123,true,0,Phone,3,15,Debit Card,Female,3,5,Phone,5,Single,3
7,false,15,4,0,205.11831066,false,26,Phone,2,10,Debit Card,Male,2,3,Fashion,3,Divorced,0
3,false,16,4,13,165.55591968,false,12,Computer,1,35,CC,Female,3,6,Laptop & Accessory,4,Divorced,0
5,false,15,2,2,138.95447954,false,7,Phone,1,13,Debit Card,Male,3,1,Phone,1,Married,1
2,true,11,1,1,153.36504064,false,0,Computer,1,6,Debit Card,Female,3,3,Laptop & Accessory,1,Married,0
2,false,19,1,5,311.56253987,false,29,Phone,3,35,CC,Female,3,4,Grocery,3,Divorced,1
1,false,19,1,4,128.0764393,false,12,Phone,1,16,CC,Male,3,4,Phone,3,Married,0
5,true,15,2,3,172.65750795,false,2,Phone,3,9,Debit Card,Female,4,4,Laptop & Accessory,3,Divorced,2
2,false,15,2,5,166.32817408,false,10,Computer,3,9,CC,Male,3,2,Laptop & Accessory,1,Single,1
3,true,11,15,7,178.75106905,false,13,Computer,1,26,Debit Card,Male,2,3,Fashion,5,Married,2
2,true,11,1,0,90.4520788,false,0,Computer,1,21,CC,Male,2,4,Phone,3,Married,0
2,false,19,3,1,153.98983466,false,9,Phone,1,8,Debit Card,Male,2,4,Laptop & Accessory,4,Married,3
1,false,11,1,7,149.37709355,false,4,Computer,3,15,E wallet,Male,2,3,Laptop & Accessory,1,Married,1
3,true,14,1,0,129.34719679,false,11,Phone,3,6,CC,Female,3,4,Phone,3,Married,0
2,false,13,2,8,182.24916816,false,9,Phone,1,25,CC,Male,4,4,Laptop & Accessory,5,Married,1
3,false,15,3,4,187.37662471,false,16,Phone,1,12,Debit Card,Female,4,4,Laptop & Accessory,3,Single,1
6,false,15,2,3,172.11833857,false,1,Phone,1,14,CC,Male,3,4,Laptop & Accessory,3,Married,2
5,false,19,1,5,125.62301696,false,11,Phone,3,6,Debit Card,Female,3,4,Phone,2,Single,1
8,false,11,1,3,148.34586806,true,0,Phone,3,18,Debit Card,Female,2,4,Laptop & Accessory,5,Single,1
2,false,23,5,7,182.45350528,false,0,Phone,1,10,CC,Male,3,1,Laptop & Accessory,5,Married,3
2,true,13,5,8,127.25015825,true,4,Phone,3,31,E wallet,Male,3,5,Phone,4,Single,1
5,true,16,5,1,163.5475681,false,10,Phone,1,23,Debit Card,Male,3,4,Laptop & Accessory,2,Divorced,1
8,false,23,2,3,157.27506161,false,19,Phone,1,7,CC,Female,2,3,Phone,1,Married,1
3,false,13,2,9,137.50816861,false,2,Phone,3,17,CC,Male,3,4,Phone,1,Single,1
8,false,16,2,3,159.29354396,false,4,Phone,1,15,CC,Male,3,4,Phone,1,Married,2
5,false,15,2,2,147.10539309,true,7,Phone,2,16,CC,Male,4,2,Phone,1,Married,1
3,false,14,2,2,143.31652079,false,1,Computer,1,17,Debit Card,Female,3,4,Phone,3,Married,2
7,false,12,2,1,187.53175073,true,1,Computer,1,18,CC,Male,3,4,Laptop & Accessory,5,Married,1
9,false,12,2,1,152.2086625,false,3,Phone,3,10,CC,Male,4,4,Phone,5,Married,1
7,true,12,15,3,265.30308271,false,23,Phone,1,8,CC,Male,2,4,Grocery,4,Divorced,6
8,false,15,5,2,313.76693135,false,29,Phone,1,12,Debit Card,Female,3,3,Others,5,Divorced,2
2,false,19,1,0,125.15466284,false,0,Phone,3,14,CC,Male,3,3,Phone,1,Single,0
7,true,14,2,2,161.04938122,true,1,Phone,1,30,CC,Male,3,4,Others,5,Single,2
2,true,13,2,3,148.0125835,true,1,Phone,1,31,CC,Male,3,4,Phone,5,Single,2
7,false,14,6,0,203.9466579,false,8,Computer,1,9,Debit Card,Male,3,3,Fashion,1,Married,0
10,false,13,1,0,124.0798101,true,3,Phone,2,14,Debit Card,Female,2,3,Phone,4,Single,1
4,false,15,2,8,316.02041461,false,24,Phone,2,9,CC,Female,3,5,Others,3,Single,1
4,false,11,1,3,162.15496233,false,0,Computer,1,17,Debit Card,Female,2,1,Laptop & Accessory,3,Divorced,0
3,true,13,2,1,156.35826954,true,1,Phone,3,20,Debit Card,Female,3,5,Phone,3,Single,2
2,false,14,1,2,140.09901991,false,10,Phone,1,16,Debit Card,Female,2,3,Phone,3,Single,1
3,false,12,2,11,201.81796509,false,23,Phone,1,14,CC,Male,3,3,Laptop & Accessory,5,Married,1
2,false,14,1,4,155.42458553,false,16,Phone,3,13,UPI,Male,3,1,Phone,3,Married,0
3,true,14,4,10,185.6524142,false,2,Phone,3,14,E wallet,Male,4,4,Fashion,5,Divorced,1
5,false,17,2,1,175.89988867,false,1,Phone,1,31,Debit Card,Male,3,4,Laptop & Accessory,3,Divorced,2
10,false,18,1,0,236.12757884,false,25,Phone,1,17,UPI,Female,3,3,Fashion,3,Single,0
9,false,12,1,3,152.62071722,false,0,Phone,3,6,E wallet,Female,3,4,Laptop & Accessory,5,Married,1
3,true,13,2,6,145.37397117,false,16,Phone,1,7,COD,Female,3,4,Phone,3,Divorced,1
4,false,15,1,6,294.99604848,false,23,Phone,1,13,CC,Male,2,1,Others,5,Married,1
3,false,13,2,16,177.72864466,false,6,Phone,1,11,CC,Female,3,4,Laptop & Accessory,3,Married,2
2,false,12,2,3,160.72780509,true,13,Computer,1,26,Debit Card,Male,4,5,Phone,4,Married,12
2,false,14,11,9,268.0472203,false,21,Phone,1,19,CC,Female,3,3,Grocery,5,Single,4
3,false,23,1,0,119.22254319,false,9,Phone,3,9,Debit Card,Male,2,4,Phone,1,Single,1
9,false,15,2,6,290.96089774,false,11,Computer,1,25,Debit Card,Male,3,4,Laptop & Accessory,5,Married,1
5,false,13,1,7,153.90285627,false,20,Phone,3,14,CC,Male,3,1,Laptop & Accessory,1,Married,0
2,false,15,2,3,165.26831276,false,9,Phone,3,33,CC,Male,3,4,Laptop & Accessory,4,Single,2
9,false,12,2,1,149.52649614,false,9,Phone,1,23,CC,Male,3,4,Phone,3,Married,2
2,true,15,2,2,123.19619449,true,0,Computer,1,13,Debit Card,Male,2,5,Phone,2,Divorced,12
4,false,12,4,3,229.33879672,true,1,Phone,1,7,CC,Male,3,2,Fashion,3,Married,3
8,false,16,2,12,159.63203719,false,14,Phone,1,12,Debit Card,Male,3,5,Laptop & Accessory,3,Divorced,7
2,false,18,3,8,156.67009288,false,19,Computer,1,13,Debit Card,Female,3,4,Laptop & Accessory,1,Married,0
1,false,14,1,7,121.85615418,false,9,Phone,3,16,E wallet,Female,3,3,Laptop & Accessory,1,Single,0
2,false,11,1,8,127.14707565,false,11,Computer,1,35,Debit Card,Male,3,3,Phone,5,Single,0
8,false,11,3,3,148.30024198,false,25,Phone,2,14,COD,Female,3,4,Phone,4,Divorced,0
6,false,15,6,3,123.44473406,false,9,Computer,1,14,CC,Female,3,3,Phone,1,Married,2
9,false,11,2,2,123.22143668,true,10,Computer,1,8,CC,Male,2,4,Laptop & Accessory,4,Single,0
2,false,12,1,2,128.8887304,false,0,Phone,1,7,CC,Female,3,4,Phone,3,Divorced,0
6,false,15,2,4,321.28457778,false,18,Computer,1,8,COD,Male,3,4,Others,4,Single,2
2,false,22,5,2,183.30939395,false,4,Computer,1,15,Debit Card,Male,3,4,Fashion,5,Married,5
7,false,15,2,3,165.66543811,false,13,Phone,1,9,Debit Card,Female,3,4,Phone,5,Married,2
2,false,15,1,0,157.15314904,true,0,Phone,3,14,E wallet,Female,3,3,Laptop & Accessory,3,Single,1
2,true,21,1,1,208.52727502,false,9,Phone,3,15,E wallet,Male,3,5,Fashion,3,Married,1
6,true,22,6,18,150.78220014,false,15,Phone,3,9,Debit Card,Female,4,4,Phone,5,Married,4
5,true,20,1,2,121.96568385,true,9,Phone,3,10,CC,Male,2,3,Laptop & Accessory,4,Single,1
10,false,19,1,2,122.3809029,false,17,Phone,1,21,Debit Card,Male,2,5,Phone,1,Divorced,0
8,true,25,1,3,136.18438008,false,4,Phone,1,14,UPI,Male,2,4,Others,4,Single,0
3,false,14,2,5,149.16511377,true,1,Computer,1,36,CC,Male,3,4,Phone,2,Married,1
4,false,11,2,11,247.98844478,false,13,Phone,1,17,CC,Male,3,3,Grocery,2,Divorced,1
4,false,16,7,2,199.67233369,false,14,Phone,1,13,Debit Card,Female,3,2,Laptop & Accessory,5,Married,5
2,false,22,2,1,144.32941136,true,1,Phone,2,7,Debit Card,Male,4,5,Phone,5,Single,1
4,true,17,2,3,165.87627863,false,15,Computer,3,29,COD,Female,3,4,Laptop & Accessory,1,Single,2
2,true,14,3,3,146.90139445,false,24,Computer,3,9,Debit Card,Male,3,4,Phone,1,Single,3
2,false,18,1,7,184.81825467,false,12,Computer,3,22,COD,Male,2,3,Fashion,3,Single,1
2,true,11,1,5,33.25432153,true,9,Phone,1,11,CC,Female,3,3,Phone,5,Married,0
2,false,13,1,7,145.51058617,false,1,Phone,3,8,CC,Female,3,3,Laptop & Accessory,4,Married,1
5,true,21,1,0,205.70188619,false,15,Phone,3,28,CC,Male,3,3,Fashion,2,Married,1
3,false,12,3,3,145.39174338,false,2,Phone,1,8,Debit Card,Female,4,4,Phone,3,Divorced,2
2,true,20,14,12,276.67477051,false,19,Phone,1,32,Debit Card,Female,3,3,Others,3,Married,1
4,false,14,6,13,159.06145055,false,20,Phone,3,10,Debit Card,Male,2,2,Laptop & Accessory,5,Single,3
4,false,17,3,0,147.86922699,false,10,Computer,1,28,COD,Male,2,4,Laptop & Accessory,1,Single,2
5,false,14,1,1,122.77658868,false,9,Phone,2,9,CC,Female,2,3,Phone,5,Married,0
2,false,19,1,0,185.69954965,true,10,Phone,1,32,Debit Card,Male,4,4,Laptop & Accessory,2,Divorced,1
4,false,21,2,4,192.90245793,false,8,Phone,1,12,Debit Card,Female,3,4,Laptop & Accessory,3,Married,6
3,false,13,7,7,152.84052766,false,30,Computer,3,6,E wallet,Male,2,3,Laptop & Accessory,1,Single,2
3,false,12,3,8,189.96828894,false,5,Computer,3,20,E wallet,Male,4,4,Laptop & Accessory,3,Married,1
2,false,14,1,3,149.66950998,true,0,Phone,3,35,E wallet,Male,2,1,Laptop & Accessory,3,Married,0
6,false,11,3,3,297.14209926,false,27,Phone,1,13,UPI,Male,3,3,Others,2,Divorced,3
5,false,14,2,8,160.8262732,false,6,Phone,1,30,UPI,Female,3,4,Phone,2,Single,2
3,false,14,8,8,152.32633653,false,4,Computer,3,30,COD,Male,4,4,Laptop & Accessory,2,Divorced,7
10,false,26,10,7,228.03741935,false,19,Phone,1,14,CC,Female,4,4,Fashion,3,Married,8
3,false,13,1,4,162.67566932,false,13,Phone,1,8,CC,Male,2,4,Laptop & Accessory,1,Married,0
3,false,22,2,1,150.97917349,true,1,Computer,1,16,Debit Card,Female,3,4,Laptop & Accessory,3,Single,2
1,false,17,10,1,201.79531803,false,7,Phone,3,7,Debit Card,Male,2,4,Fashion,3,Single,3
2,true,15,4,7,297.759018,false,21,Computer,1,33,CC,Male,2,3,Others,2,Single,0
1,true,23,2,3,143.89543808,false,0,Computer,1,31,CC,Male,3,4,Phone,4,Single,1
